ds,y
2025-04-19 21:45:03.870374,22.2
2025-04-19 21:46:03.870374,259.65000000000003
2025-04-19 21:47:03.870374,437.93
2025-04-19 22:12:03.870374,286.92
2025-04-19 22:13:03.870374,244.08
2025-04-19 22:20:03.870374,1875.24
2025-04-19 22:21:03.870374,97.2
2025-04-19 22:30:03.870374,485.25
2025-04-19 22:38:03.870374,350.06
2025-04-19 22:42:03.870374,768.38
2025-04-19 22:48:03.870374,610.64
2025-04-19 22:49:03.870374,12.6
2025-04-19 22:56:03.870374,306.2
2025-04-19 22:57:03.870374,230.56
2025-04-19 22:58:03.870374,22.2
2025-04-19 22:59:03.870374,244.46
2025-04-19 23:01:03.870374,22.2
2025-04-19 23:05:03.870374,312.8
2025-04-19 23:23:03.870374,204.15
2025-04-19 23:24:03.870374,193.78
2025-04-19 23:25:03.870374,572.38
2025-04-19 23:26:03.870374,106.2
2025-04-19 23:38:03.870374,235.16
2025-04-19 23:44:03.870374,1056.63
2025-04-19 23:48:03.870374,288.5
2025-04-19 23:49:03.870374,4.25
2025-04-20 00:00:03.870374,223.7
2025-04-20 00:10:03.870374,299.40000000000003
2025-04-20 00:12:03.870374,420.5
2025-04-20 00:13:03.870374,263.4
2025-04-20 00:14:03.870374,339.84
2025-04-20 00:19:03.870374,127.08
2025-04-20 00:21:03.870374,207.5
2025-04-20 00:25:03.870374,113.92
2025-04-20 00:26:03.870374,380.46
2025-04-20 00:27:03.870374,22.2
2025-04-20 00:28:03.870374,331.26
2025-04-20 00:29:03.870374,22.2
2025-04-20 00:31:03.870374,326.0
2025-04-20 00:36:03.870374,199.65
2025-04-20 00:50:03.870374,354.54
2025-04-20 00:53:03.870374,329.65
2025-04-20 01:01:03.870374,211.2
2025-04-20 01:02:03.870374,824.88
2025-04-20 01:09:03.870374,98.18
2025-04-20 01:11:03.870374,294.5
2025-04-20 01:14:03.870374,202.12
2025-04-20 01:17:03.870374,198.08
2025-04-20 01:35:03.870374,261.76
2025-04-20 01:39:03.870374,379.75
2025-04-20 01:41:03.870374,341.90000000000003
2025-04-20 01:42:03.870374,248.1
2025-04-20 01:47:03.870374,100.2
2025-04-20 01:48:03.870374,116.0
2025-04-20 01:52:03.870374,353.19
2025-04-20 02:07:03.870374,434.8
2025-04-20 02:08:03.870374,22.2
2025-04-20 02:09:03.870374,390.66
2025-04-20 02:10:03.870374,22.2
2025-04-20 02:12:03.870374,210.24
2025-04-20 02:29:03.870374,311.25
2025-04-20 02:33:03.870374,98.9
2025-04-20 02:43:03.870374,307.68
2025-04-20 02:45:03.870374,452.52
2025-04-20 02:50:03.870374,668.4
2025-04-20 02:52:03.870374,118.38
2025-04-20 03:03:03.870374,138.1
2025-04-20 03:06:03.870374,193.23
2025-04-20 03:11:03.870374,15.0
2025-04-20 03:17:03.870374,50.400000000000006
2025-04-20 03:21:03.870374,517.95
2025-04-20 03:22:03.870374,4076.48
2025-04-20 03:23:03.870374,2170.9
2025-04-20 03:25:03.870374,2730.96
2025-04-20 03:26:03.870374,324.0
2025-04-20 03:27:03.870374,192.46
2025-04-20 03:28:03.870374,97.2
2025-04-20 03:29:03.870374,532.01
2025-04-20 03:30:03.870374,44.400000000000006
2025-04-20 03:31:03.870374,30.0
2025-04-20 03:42:03.870374,170.7
2025-04-20 03:43:03.870374,656.52
2025-04-20 03:49:03.870374,375.65
2025-04-20 03:52:03.870374,130.8
2025-04-20 03:58:03.870374,717.1600000000001
2025-04-20 04:03:03.870374,183.3
2025-04-20 04:15:03.870374,236.97
2025-04-20 04:32:03.870374,197.3
2025-04-20 04:36:03.870374,22.5
2025-04-20 04:37:03.870374,1714.25
2025-04-20 04:41:03.870374,406.56
2025-04-20 04:45:03.870374,45.12
2025-04-20 04:49:03.870374,247.8
2025-04-20 04:51:03.870374,1003.2
2025-04-20 04:53:03.870374,303.96
2025-04-20 04:54:03.870374,527.85
2025-04-20 05:02:03.870374,189.8
2025-04-20 05:15:03.870374,308.28000000000003
2025-04-20 05:20:03.870374,143.45000000000002
2025-04-20 05:25:03.870374,50.550000000000004
2025-04-20 05:27:03.870374,408.0
2025-04-20 05:41:03.870374,2002.4
2025-04-20 05:43:03.870374,569.4
2025-04-20 05:44:03.870374,164.8
2025-04-20 05:51:03.870374,438.1
2025-04-20 05:54:03.870374,35.400000000000006
2025-04-20 06:09:03.870374,295.0
2025-04-20 06:11:03.870374,263.3
2025-04-20 06:18:03.870374,308.68
2025-04-20 06:26:03.870374,37.2
2025-04-20 06:28:03.870374,623.73
2025-04-20 06:30:03.870374,548.77
2025-04-20 06:48:03.870374,263.62
2025-04-20 06:49:03.870374,34.9
2025-04-20 06:52:03.870374,189.3
2025-04-20 07:21:03.870374,127.55
2025-04-20 08:02:03.870374,413.1
2025-04-20 21:34:03.870374,215.57999999999998
2025-04-20 21:42:03.870374,534.0
2025-04-20 21:48:03.870374,397.5
2025-04-20 21:52:03.870374,1368.4
2025-04-20 21:54:03.870374,89.14
2025-04-20 22:29:03.870374,754.87
2025-04-20 22:36:03.870374,128.03
2025-04-20 22:39:03.870374,303.4
2025-04-20 22:46:03.870374,548.65
2025-04-20 22:47:03.870374,303.5
2025-04-20 23:22:03.870374,123.07
2025-04-20 23:38:03.870374,232.26
2025-04-20 23:45:03.870374,39.75
2025-04-20 23:51:03.870374,322.2
2025-04-21 00:08:03.870374,1680.88
2025-04-21 00:14:03.870374,187.51
2025-04-21 00:23:03.870374,620.0
2025-04-21 00:27:03.870374,309.54
2025-04-21 00:31:03.870374,841.94
2025-04-21 00:32:03.870374,686.4
2025-04-21 00:44:03.870374,425.0
2025-04-21 00:46:03.870374,1096.65
2025-04-21 00:51:03.870374,225.65
2025-04-21 01:00:03.870374,76.5
2025-04-21 01:12:03.870374,534.0
2025-04-21 01:13:03.870374,528.0
2025-04-21 01:15:03.870374,1314.0
2025-04-21 01:43:03.870374,248.16
2025-04-21 01:45:03.870374,230.25
2025-04-21 01:46:03.870374,736.28
2025-04-21 02:02:03.870374,336.24
2025-04-21 02:07:03.870374,1705.65
2025-04-21 02:21:03.870374,258.58
2025-04-21 02:29:03.870374,692.61
2025-04-21 02:33:03.870374,175.53
2025-04-21 02:38:03.870374,339.54
2025-04-21 02:43:03.870374,458.44
2025-04-21 02:57:03.870374,272.01
2025-04-21 03:08:03.870374,254.39000000000001
2025-04-21 03:13:03.870374,115.7
2025-04-21 03:17:03.870374,131.8
2025-04-21 03:19:03.870374,91.8
2025-04-21 03:22:03.870374,110.35000000000001
2025-04-21 03:28:03.870374,98.5
2025-04-21 03:48:03.870374,427.8
2025-04-21 04:05:03.870374,122.15
2025-04-21 04:38:03.870374,346.1
2025-04-21 04:47:03.870374,246.3
2025-04-21 04:48:03.870374,135.0
2025-04-21 05:23:03.870374,2355.1800000000003
2025-04-21 05:24:03.870374,11.6
2025-04-21 05:31:03.870374,135.32999999999998
2025-04-22 22:06:03.870374,256.90000000000003
2025-04-22 22:15:03.870374,535.75
2025-04-22 22:30:03.870374,734.3999999999999
2025-04-22 22:39:03.870374,155.64000000000001
2025-04-22 22:48:03.870374,238.11
2025-04-22 22:55:03.870374,431.45
2025-04-22 22:57:03.870374,126.42999999999999
2025-04-22 23:01:03.870374,277.45
2025-04-22 23:05:03.870374,326.59999999999997
2025-04-22 23:06:03.870374,5.9
2025-04-22 23:07:03.870374,277.65000000000003
2025-04-22 23:13:03.870374,555.84
2025-04-22 23:15:03.870374,350.68
2025-04-22 23:18:03.870374,552.24
2025-04-22 23:41:03.870374,275.8
2025-04-22 23:43:03.870374,152.05
2025-04-22 23:48:03.870374,273.29
2025-04-22 23:52:03.870374,274.67
2025-04-22 23:54:03.870374,351.43
2025-04-22 23:57:03.870374,127.98
2025-04-23 00:00:03.870374,1554.3700000000001
2025-04-23 00:02:03.870374,179.64000000000001
2025-04-23 00:03:03.870374,1145.06
2025-04-23 00:04:03.870374,438.0
2025-04-23 00:05:03.870374,15.0
2025-04-23 00:11:03.870374,180.44
2025-04-23 00:12:03.870374,204.0
2025-04-23 00:16:03.870374,883.86
2025-04-23 00:18:03.870374,512.86
2025-04-23 00:26:03.870374,114.65
2025-04-23 00:29:03.870374,547.1
2025-04-23 00:32:03.870374,206.23000000000002
2025-04-23 00:37:03.870374,163.49
2025-04-23 00:38:03.870374,722.36
2025-04-23 00:45:03.870374,273.76
2025-04-23 00:46:03.870374,535.6
2025-04-23 00:47:03.870374,273.3
2025-04-23 00:50:03.870374,33.15
2025-04-23 00:56:03.870374,70.42
2025-04-23 01:00:03.870374,559.1
2025-04-23 01:03:03.870374,343.28
2025-04-23 01:06:03.870374,623.75
2025-04-23 01:08:03.870374,1097.09
2025-04-23 01:11:03.870374,251.25
2025-04-23 01:13:03.870374,184.8
2025-04-23 01:20:03.870374,292.95
2025-04-23 01:21:03.870374,283.15
2025-04-23 01:24:03.870374,384.71999999999997
2025-04-23 01:29:03.870374,131.5
2025-04-23 01:32:03.870374,806.28
2025-04-23 01:45:03.870374,211.8
2025-04-23 01:52:03.870374,460.6
2025-04-23 01:56:03.870374,271.2
2025-04-23 01:58:03.870374,1062.06
2025-04-23 02:05:03.870374,286.5
2025-04-23 02:06:03.870374,85.5
2025-04-23 02:09:03.870374,156.74
2025-04-23 02:20:03.870374,112.9
2025-04-23 02:22:03.870374,1631.3
2025-04-23 02:28:03.870374,269.7
2025-04-23 02:48:03.870374,198.43
2025-04-23 02:55:03.870374,165.86
2025-04-23 03:05:03.870374,85.55000000000001
2025-04-23 03:09:03.870374,188.77
2025-04-23 03:15:03.870374,490.6
2025-04-23 03:18:03.870374,209.84
2025-04-23 03:21:03.870374,355.75
2025-04-23 03:24:03.870374,473.39
2025-04-23 03:29:03.870374,8.65
2025-04-23 03:38:03.870374,1668.2
2025-04-23 03:41:03.870374,358.56
2025-04-23 03:43:03.870374,736.7
2025-04-23 03:49:03.870374,320.08
2025-04-23 03:50:03.870374,423.52
2025-04-23 03:57:03.870374,37.35
2025-04-23 04:03:03.870374,133.48
2025-04-23 04:13:03.870374,164.7
2025-04-23 04:27:03.870374,1415.97
2025-04-23 04:44:03.870374,496.48
2025-04-23 20:37:03.870374,113.48
2025-04-23 20:45:03.870374,922.4
2025-04-23 20:46:03.870374,25.200000000000003
2025-04-23 20:47:03.870374,17.4
2025-04-23 21:24:03.870374,308.8
2025-04-23 21:40:03.870374,353.0
2025-04-23 21:48:03.870374,2567.6400000000003
2025-04-23 21:55:03.870374,375.69000000000005
2025-04-23 22:06:03.870374,164.2
2025-04-23 22:08:03.870374,210.19
2025-04-23 22:21:03.870374,364.92
2025-04-23 22:22:03.870374,462.62
2025-04-23 22:23:03.870374,300.66
2025-04-23 22:27:03.870374,58.2
2025-04-23 22:30:03.870374,129.4
2025-04-23 22:37:03.870374,223.68
2025-04-23 22:39:03.870374,56.25
2025-04-23 22:41:03.870374,33.0
2025-04-23 22:46:03.870374,196.44
2025-04-23 23:04:03.870374,382.69
2025-04-23 23:06:03.870374,303.5
2025-04-23 23:09:03.870374,2263.8
2025-04-23 23:13:03.870374,142.5
2025-04-23 23:19:03.870374,142.25
2025-04-23 23:29:03.870374,882.23
2025-04-23 23:40:03.870374,153.5
2025-04-23 23:41:03.870374,102.66
2025-04-23 23:45:03.870374,434.39000000000004
2025-04-24 00:01:03.870374,322.8
2025-04-24 00:09:03.870374,430.73
2025-04-24 00:18:03.870374,98.7
2025-04-24 00:24:03.870374,673.37
2025-04-24 00:26:03.870374,668.21
2025-04-24 00:33:03.870374,184.10000000000002
2025-04-24 00:34:03.870374,76.32000000000001
2025-04-24 00:37:03.870374,392.62
2025-04-24 00:41:03.870374,449.95000000000005
2025-04-24 00:42:03.870374,333.25
2025-04-24 00:43:03.870374,377.5
2025-04-24 00:44:03.870374,252.8
2025-04-24 00:47:03.870374,379.7
2025-04-24 00:50:03.870374,185.97
2025-04-24 00:55:03.870374,198.35
2025-04-24 00:58:03.870374,740.46
2025-04-24 01:02:03.870374,480.68
2025-04-24 01:04:03.870374,270.52
2025-04-24 01:09:03.870374,784.15
2025-04-24 01:15:03.870374,100.80000000000001
2025-04-24 01:16:03.870374,887.03
2025-04-24 01:24:03.870374,122.7
2025-04-24 01:25:03.870374,125.10000000000001
2025-04-24 01:35:03.870374,20.85
2025-04-24 01:37:03.870374,222.18
2025-04-24 01:38:03.870374,391.5
2025-04-24 01:44:03.870374,149.0
2025-04-24 01:50:03.870374,123.24
2025-04-24 01:56:03.870374,554.66
2025-04-24 02:01:03.870374,166.15
2025-04-24 02:02:03.870374,2415.04
2025-04-24 02:03:03.870374,81.17999999999999
2025-04-24 02:08:03.870374,150.22
2025-04-24 02:11:03.870374,292.84000000000003
2025-04-24 02:22:03.870374,244.20000000000002
2025-04-24 02:34:03.870374,427.74
2025-04-24 02:39:03.870374,422.81
2025-04-24 02:46:03.870374,30.45
2025-04-24 02:49:03.870374,56.85
2025-04-24 02:54:03.870374,406.69
2025-04-24 02:58:03.870374,192.7
2025-04-24 03:03:03.870374,406.16
2025-04-24 03:06:03.870374,151.20000000000002
2025-04-24 03:09:03.870374,177.60000000000002
2025-04-24 03:12:03.870374,227.4
2025-04-24 03:16:03.870374,137.11
2025-04-24 03:17:03.870374,510.95
2025-04-24 03:21:03.870374,335.3
2025-04-24 03:28:03.870374,292.54
2025-04-24 03:30:03.870374,217.54999999999998
2025-04-24 03:37:03.870374,166.0
2025-04-24 03:38:03.870374,92.55000000000001
2025-04-24 03:41:03.870374,450.92
2025-04-24 03:57:03.870374,82.12
2025-04-24 04:39:03.870374,417.62
2025-04-24 05:01:03.870374,221.5
2025-04-24 05:19:03.870374,214.32
2025-04-24 05:29:03.870374,540.0
2025-04-24 21:16:03.870374,569.03
2025-04-24 21:24:03.870374,151.3
2025-04-24 21:26:03.870374,39.6
2025-04-24 21:46:03.870374,1989.2400000000002
2025-04-24 21:54:03.870374,1644.94
2025-04-24 21:58:03.870374,293.45000000000005
2025-04-24 22:00:03.870374,178.4
2025-04-24 22:07:03.870374,326.4
2025-04-24 22:09:03.870374,682.65
2025-04-24 22:11:03.870374,1033.52
2025-04-24 22:17:03.870374,618.07
2025-04-24 22:35:03.870374,454.6
2025-04-24 22:39:03.870374,533.71
2025-04-24 22:46:03.870374,102.0
2025-04-24 22:50:03.870374,111.25
2025-04-24 22:54:03.870374,17.85
2025-04-24 23:14:03.870374,111.54
2025-04-24 23:29:03.870374,957.5
2025-04-24 23:33:03.870374,1830.02
2025-04-24 23:36:03.870374,511.8
2025-04-24 23:44:03.870374,532.8000000000001
2025-04-24 23:48:03.870374,159.55
2025-04-24 23:52:03.870374,311.65
2025-04-25 00:02:03.870374,181.12
2025-04-25 00:21:03.870374,327.4
2025-04-25 00:24:03.870374,571.0
2025-04-25 00:31:03.870374,596.8
2025-04-25 00:32:03.870374,118.32
2025-04-25 00:40:03.870374,338.90000000000003
2025-04-25 00:46:03.870374,108.78
2025-04-25 00:52:03.870374,373.49
2025-04-25 01:04:03.870374,1381.92
2025-04-25 01:16:03.870374,166.74
2025-04-25 01:19:03.870374,631.65
2025-04-25 01:21:03.870374,156.19
2025-04-25 01:23:03.870374,444.42
2025-04-25 01:25:03.870374,617.12
2025-04-25 01:31:03.870374,322.3
2025-04-25 01:32:03.870374,322.8
2025-04-25 01:33:03.870374,154.9
2025-04-25 01:48:03.870374,177.26
2025-04-25 01:53:03.870374,2022.16
2025-04-25 01:56:03.870374,230.4
2025-04-25 02:03:03.870374,97.8
2025-04-25 02:33:03.870374,165.94
2025-04-25 02:34:03.870374,383.93
2025-04-25 02:44:03.870374,306.84000000000003
2025-04-25 03:00:03.870374,799.29
2025-04-25 03:01:03.870374,713.88
2025-04-25 03:05:03.870374,378.75
2025-04-25 03:06:03.870374,356.87
2025-04-25 03:07:03.870374,17.4
2025-04-25 03:18:03.870374,231.9
2025-04-25 03:21:03.870374,68.1
2025-04-25 03:23:03.870374,172.0
2025-04-25 03:42:03.870374,406.6
2025-04-25 03:51:03.870374,804.5600000000001
2025-04-25 03:57:03.870374,268.73
2025-04-25 04:23:03.870374,111.15
2025-04-25 04:45:03.870374,9639.12
2025-04-25 04:46:03.870374,16281.25
2025-04-25 05:08:03.870374,46.8
2025-04-25 05:22:03.870374,139.86
2025-04-25 20:15:03.870374,326.4
2025-04-25 20:46:03.870374,48.800000000000004
2025-04-25 21:01:03.870374,164.25
2025-04-25 21:10:03.870374,514.39
2025-04-25 21:23:03.870374,328.45
2025-04-25 21:33:03.870374,328.01
2025-04-25 21:52:03.870374,522.7
2025-04-25 21:54:03.870374,319.18
2025-04-25 21:56:03.870374,258.90000000000003
2025-04-25 21:59:03.870374,356.91
2025-04-25 22:14:03.870374,557.4399999999999
2025-04-25 22:16:03.870374,99.6
2025-04-25 22:17:03.870374,365.4
2025-04-25 22:24:03.870374,429.87
2025-04-25 22:38:03.870374,702.1
2025-04-25 22:39:03.870374,301.52
2025-04-25 22:41:03.870374,329.36
2025-04-25 22:42:03.870374,310.57
2025-04-25 22:43:03.870374,671.21
2025-04-25 22:48:03.870374,173.55
2025-04-25 22:49:03.870374,158.25
2025-04-25 22:54:03.870374,777.6800000000001
2025-04-25 22:56:03.870374,303.86
2025-04-25 23:05:03.870374,439.03000000000003
2025-04-25 23:07:03.870374,38.8
2025-04-25 23:19:03.870374,157.6
2025-04-25 23:34:03.870374,411.44
2025-04-25 23:41:03.870374,314.1
2025-04-25 23:44:03.870374,105.72
2025-04-25 23:45:03.870374,511.46000000000004
2025-04-25 23:46:03.870374,19.8
2025-04-26 00:04:03.870374,569.4
2025-04-26 00:09:03.870374,145.93
2025-04-26 00:11:03.870374,867.48
2025-04-26 00:12:03.870374,350.4
2025-04-26 00:14:03.870374,39.0
2025-04-26 00:20:03.870374,205.64000000000001
2025-04-26 00:27:03.870374,295.66
2025-04-26 00:32:03.870374,450.92
2025-04-26 00:38:03.870374,316.46
2025-04-26 00:39:03.870374,382.27
2025-04-26 00:43:03.870374,281.0
2025-04-26 00:44:03.870374,910.14
2025-04-26 00:48:03.870374,127.05000000000001
2025-04-26 00:49:03.870374,513.6
2025-04-26 00:52:03.870374,623.4200000000001
2025-04-26 00:54:03.870374,147.39999999999998
2025-04-26 00:59:03.870374,148.23000000000002
2025-04-26 01:00:03.870374,2746.75
2025-04-26 01:04:03.870374,414.43
2025-04-26 01:06:03.870374,718.0600000000001
2025-04-26 01:10:03.870374,142.95
2025-04-26 01:11:03.870374,473.03999999999996
2025-04-26 01:14:03.870374,692.94
2025-04-26 01:17:03.870374,89.5
2025-04-26 01:20:03.870374,130.64
2025-04-26 01:24:03.870374,372.96999999999997
2025-04-26 01:26:03.870374,251.09
2025-04-26 01:31:03.870374,118.3
2025-04-26 01:33:03.870374,292.71000000000004
2025-04-26 01:41:03.870374,376.3
2025-04-26 01:52:03.870374,300.7
2025-04-26 01:54:03.870374,129.75
2025-04-26 01:56:03.870374,1317.89
2025-04-26 01:58:03.870374,397.6
2025-04-26 02:25:03.870374,566.95
2025-04-26 02:39:03.870374,222.5
2025-04-26 02:41:03.870374,272.34000000000003
2025-04-26 02:46:03.870374,541.89
2025-04-26 02:49:03.870374,723.6
2025-04-26 02:53:03.870374,106.77000000000001
2025-04-26 02:56:03.870374,590.0
2025-04-26 03:01:03.870374,103.68
2025-04-26 03:02:03.870374,313.72
2025-04-26 03:06:03.870374,305.45
2025-04-26 03:13:03.870374,320.0
2025-04-26 03:15:03.870374,159.51
2025-04-26 03:19:03.870374,171.15
2025-04-26 03:20:03.870374,190.34
2025-04-26 03:26:03.870374,71.4
2025-04-26 03:28:03.870374,201.60000000000002
2025-04-26 03:36:03.870374,180.4
2025-04-26 03:38:03.870374,255.0
2025-04-26 03:41:03.870374,318.84
2025-04-26 03:42:03.870374,356.4
2025-04-26 03:59:03.870374,2671.27
2025-04-26 04:01:03.870374,154.8
2025-04-26 04:02:03.870374,263.25
2025-04-26 04:14:03.870374,670.55
2025-04-26 04:21:03.870374,120.65
2025-04-26 04:24:03.870374,111.53
2025-04-26 04:32:03.870374,5.95
2025-04-26 04:37:03.870374,574.89
2025-04-26 04:48:03.870374,676.1
2025-04-26 04:51:03.870374,307.25
2025-04-26 04:52:03.870374,1867.98
2025-04-26 05:23:03.870374,167.09
2025-04-26 20:37:03.870374,213.3
2025-04-26 21:17:03.870374,365.8
2025-04-26 21:26:03.870374,956.5
2025-04-26 21:28:03.870374,141.95
2025-04-26 21:30:03.870374,63.0
2025-04-26 21:33:03.870374,525.93
2025-04-26 21:37:03.870374,258.75
2025-04-26 21:52:03.870374,209.3
2025-04-26 22:03:03.870374,1485.72
2025-04-26 22:07:03.870374,1295.03
2025-04-26 22:08:03.870374,88.8
2025-04-26 22:16:03.870374,159.38
2025-04-26 22:19:03.870374,464.61
2025-04-26 22:33:03.870374,429.24
2025-04-26 22:36:03.870374,258.95
2025-04-26 22:40:03.870374,213.88
2025-04-26 22:45:03.870374,364.4
2025-04-26 22:47:03.870374,3794.4
2025-04-26 22:48:03.870374,382.66
2025-04-26 22:51:03.870374,309.4
2025-04-26 22:58:03.870374,254.03
2025-04-26 23:31:03.870374,371.7
2025-04-26 23:33:03.870374,308.28000000000003
2025-04-26 23:34:03.870374,57.6
2025-04-26 23:38:03.870374,1335.2
2025-04-26 23:42:03.870374,295.1
2025-04-26 23:47:03.870374,101.9
2025-04-26 23:51:03.870374,363.53
2025-04-27 00:08:03.870374,1281.5
2025-04-27 00:15:03.870374,832.8
2025-04-27 00:16:03.870374,163.2
2025-04-27 00:19:03.870374,174.4
2025-04-27 00:20:03.870374,1794.75
2025-04-27 00:23:03.870374,226.79999999999998
2025-04-27 00:27:03.870374,257.22
2025-04-27 00:35:03.870374,224.38
2025-04-27 00:40:03.870374,114.79
2025-04-27 00:52:03.870374,880.77
2025-04-27 01:02:03.870374,174.4
2025-04-27 01:06:03.870374,372.09
2025-04-27 01:08:03.870374,112.6
2025-04-27 01:11:03.870374,325.76
2025-04-27 01:17:03.870374,181.0
2025-04-27 01:24:03.870374,18.4
2025-04-27 01:25:03.870374,15.9
2025-04-27 01:27:03.870374,205.35
2025-04-27 01:37:03.870374,1820.97
2025-04-27 01:41:03.870374,316.82
2025-04-27 01:47:03.870374,1914.24
2025-04-27 01:50:03.870374,111.75
2025-04-27 02:00:03.870374,428.6
2025-04-27 02:02:03.870374,165.65
2025-04-27 02:08:03.870374,300.91999999999996
2025-04-27 02:11:03.870374,518.58
2025-04-27 02:13:03.870374,16.21
2025-04-27 02:18:03.870374,272.36
2025-04-27 02:22:03.870374,686.15
2025-04-27 02:28:03.870374,374.25
2025-04-27 02:30:03.870374,394.18
2025-04-27 02:31:03.870374,251.0
2025-04-27 02:47:03.870374,438.53
2025-04-27 02:52:03.870374,739.05
2025-04-27 02:53:03.870374,186.03
2025-04-27 02:58:03.870374,174.72
2025-04-27 02:59:03.870374,315.0
