customer_id,recency,frequency,monetary,churned,target_clv,primary_category
12453,133,1,707.09,0,761.3167985189958,Austria
12454,55,1,3528.34,0,3272.3276170681684,Spain
12455,72,6,2466.86,0,2889.347805150361,Cyprus
12456,43,3,3181.04,0,2666.722782915013,Switzerland
12457,65,7,2363.23,0,2921.703553826379,Switzerland
12458,70,2,947.4,0,1150.1989419003046,Switzerland
12461,93,2,826.88,0,750.8318944602363,Switzerland
12462,18,2,1189.59,0,1433.0541054780824,Spain
12463,52,4,1344.78,1,1604.5630761332095,Belgium
12464,9,8,1212.05,0,1352.779063653837,Belgium
12465,16,2,742.1899999999999,0,732.3634700465894,Belgium
12468,187,2,729.5400000000001,1,682.66660056292,Germany
12471,1,30,19824.05,0,18156.684741537792,Germany
12472,31,7,6572.11,0,6304.6545751341655,Germany
12473,28,5,3938.5499999999997,0,4930.195053690596,Germany
12474,16,18,7375.79,0,6186.963029565147,Germany
12475,53,1,723.38,0,878.4984519079327,Germany
12476,15,11,6816.42,0,6642.226642658294,Germany
12477,22,6,13219.74,0,14023.496199713596,Germany
12478,3,1,680.99,0,815.3103858291428,Greece
12479,10,1,527.2,0,654.8816577952554,Germany
12480,27,4,3281.63,1,3191.026525776501,Germany
12481,22,10,5596.32,0,5769.367955564763,Germany
12483,16,8,2484.98,0,2503.0160653742164,Sweden
12484,32,6,4541.72,0,3663.467241942691,Spain
12488,9,3,1298.66,0,1231.0925960225916,France
12489,335,1,334.93,1,344.84212502702354,France
12490,4,10,5417.93,0,5447.982198180802,France
12491,38,1,460.40000000000003,0,534.5081081741095,France
12492,62,2,263.21000000000004,0,261.21008004438335,Germany
12493,165,2,433.74,0,453.1230704882692,France
12494,15,7,1246.1000000000001,0,1264.547633328069,France
12497,81,1,1043.1,1,1220.753567955859,Germany
12498,20,3,403.70000000000005,0,497.1509787355185,Germany
12500,22,11,4257.82,0,4538.599979189888,Germany
12501,336,1,2169.39,1,2591.805153882553,Germany
12502,95,5,3723.87,0,3531.6935107866307,Spain
12504,17,2,482.04999999999995,0,516.1236102881556,Germany
12506,232,1,73.5,1,71.4872007973715,France
12507,133,3,1304.81,0,1314.07475484769,Spain
12508,25,2,398.27,0,464.4652349694707,France
12509,283,1,176.5,1,219.00671406586193,France
12510,142,2,982.5699999999999,0,845.7448632105528,Spain
12512,65,2,138.03,0,154.22362828647658,Israel
12513,112,1,612.29,0,668.052415970905,France
12514,266,1,1017.68,1,874.3983085342812,Italy
12515,352,1,383.7,0,347.61192729493496,Italy
12516,77,2,1312.06,0,1253.6749666194803,Germany
12517,27,5,2502.84,0,2211.172880642438,Germany
12518,0,5,2056.89,0,1896.1743676547467,Germany
12519,63,1,340.84,0,318.2765281420122,Germany
12520,78,5,2634.26,0,2549.534075710737,Germany
12521,142,1,599.68,0,704.4412333678994,Germany
12522,38,2,192.72,0,209.28545996304388,Germany
12523,18,11,1789.77,0,2314.39335302923,France
12524,8,8,4485.72,0,4518.770396872263,Germany
12526,0,3,1316.66,1,1549.619994059063,Germany
12527,81,3,348.71000000000004,0,430.91287660910564,Germany
12528,8,6,1933.48,0,2203.1796683595967,Germany
12530,59,4,1662.28,0,1672.1412603505978,Germany
12531,14,1,125.22,0,147.3585598309916,Germany
12532,29,1,349.83000000000004,1,315.48843740350924,France
12534,130,1,1089.18,0,1049.7256336354485,Germany
12535,91,2,716.35,1,768.8889912451879,France
12536,42,3,12601.830000000002,0,13707.069639492101,France
12538,28,1,363.95,0,295.18919499913176,Spain
12539,21,4,5568.35,0,7086.043296479762,Spain
12540,19,17,13400.24,0,15387.678312429058,Spain
12541,29,3,981.18,0,1028.1313028262634,Spain
12544,35,1,372.7,1,472.04826013198823,Spain
12545,74,2,1000.39,0,1019.9454062606382,Spain
12546,46,2,1161.5,0,1498.5879574345186,Spain
12547,197,2,207.79999999999998,1,219.46638627759808,Spain
12548,165,1,95.19999999999999,0,81.60000265190381,Spain
12550,78,1,964.83,0,1140.8154611289424,Spain
12551,357,1,168.0,1,191.4274089065386,Spain
12552,38,2,437.82,0,519.470523161006,Italy
12553,7,10,3692.28,0,4710.319186911629,France
12556,49,2,603.71,0,717.3551784517232,Spain
12557,15,5,11990.960000000001,0,13258.024371857864,Spain
12558,7,1,269.96,0,331.6875556406663,USA
12559,310,2,561.71,1,638.4526287249171,Germany
12560,4,3,2134.01,0,2142.6730742285445,Germany
12561,302,1,238.85,1,296.84514034457374,Germany
12562,7,7,3781.7400000000002,0,3444.9769242833477,France
12564,260,1,456.9,1,528.779799252898,France
12565,288,1,145.92,1,181.05486967247762,Saudi Arabia
12566,85,1,351.65,1,409.90372707683207,Germany
12567,22,10,9401.28,0,10798.664725821323,France
12569,1,32,4124.69,0,4851.95182258758,Germany
12571,39,2,519.61,0,536.5116787847489,France
12572,8,2,1020.42,0,1262.346623743336,Germany
12573,226,1,160.54000000000002,1,144.7618458591741,France
12574,315,1,218.45,1,188.67378128763707,France
12576,35,5,1315.83,0,1240.5045090716706,Poland
12577,34,3,657.8,0,701.0758057992953,France
12578,20,2,2794.51,0,2948.993021444675,Italy
12579,77,1,440.42,0,533.0400524279612,France
12580,246,1,415.7,1,416.649595233575,Germany
12581,39,1,197.71,0,206.04786826104709,Germany
12582,238,2,511.36,1,412.5058492557623,Finland
12583,2,15,7281.38,0,7316.837540725444,France
12584,3,9,2338.15,0,2627.8166613864214,Italy
12585,233,2,2040.1,1,1647.8992726556553,Germany
12586,16,1,196.94000000000003,0,185.21044711188947,Italy
12587,7,1,144.0,0,130.1728578688361,Finland
12588,38,1,214.89999999999998,0,176.43133433633525,Finland
12589,28,2,646.68,0,672.3079574729666,France
12590,210,2,9864.26,1,8787.690906229389,Germany
12591,316,1,452.84999999999997,1,530.5322376110353,Italy
12592,91,2,437.6,0,535.6066209674207,Germany
12593,108,3,418.09999999999997,0,448.5345824369853,France
12594,37,10,3338.2200000000003,0,4309.153542475464,Italy
12596,50,2,618.27,0,633.8746931915624,Spain
12597,18,4,3811.22,0,4027.2555950867013,Spain
12598,9,8,3023.08,0,3913.7062038172976,France
12599,28,7,1032.58,0,945.610142004395,France
12600,28,10,2599.04,0,3304.089299528932,Germany
12601,189,5,577.0600000000001,1,474.0079197785179,Germany
12602,58,1,153.12,0,156.6713803185502,France
12603,21,1,739.1999999999999,0,617.2332980843811,Germany
12604,78,2,254.18,0,296.0224434768949,France
12607,59,1,1579.51,0,1744.1019991559235,USA
12609,77,3,1126.85,0,1299.6154098942304,Germany
12610,22,5,2099.54,0,2072.7502894744252,Italy
12611,51,1,1193.32,0,1175.1110907591633,Italy
12612,73,1,704.0400000000001,0,579.1852925798141,Germany
12613,56,5,3344.38,0,3260.6784284320684,Germany
12614,277,1,315.6,1,399.121709876953,Germany
12615,1,4,2291.19,0,2267.3920248612367,France
12616,94,2,713.3,0,867.1472924240655,France
12617,28,1,355.53,0,434.159993351872,France
12618,21,1,177.31,0,174.93769471880097,Italy
12619,15,9,3641.24,0,4063.6032313029095,Germany
12620,14,3,1339.41,0,1135.3988389002789,France
12621,1,20,13689.67,0,11661.398778160303,Germany
12622,231,1,180.1,1,148.4616226127373,Germany
12623,275,1,305.1,1,332.71385249437304,Germany
12624,105,2,641.13,0,649.4874429427099,France
12625,211,2,2683.82,1,2882.466099731311,Germany
12626,22,9,6620.48,0,7021.261318148485,Germany
12627,10,7,4478.53,0,4367.0213008447845,Germany
12628,3,3,786.46,0,895.5708709110344,Germany
12630,9,2,1270.88,0,1498.6864352095115,Finland
12631,56,1,640.5,0,517.0846999055757,Finland
12633,58,4,2163.98,0,1955.4180959269288,Germany
12635,89,2,1689.18,0,1953.7358818245057,Germany
12637,66,8,6021.9,0,5981.614008791843,France
12638,32,1,671.69,0,759.8439211606045,Sweden
12639,238,1,486.1,1,473.2092744484845,Sweden
12640,23,3,1174.58,0,1169.1505934116726,France
12641,114,1,185.9,0,163.46920130945622,Sweden
12642,24,3,1013.26,0,941.4355814934668,Germany
12643,127,6,3344.64,0,3688.154190315088,France
12644,129,1,477.91,0,485.8344912643156,Germany
12645,33,4,1775.18,0,2107.4073183547935,Germany
12646,4,2,1346.97,0,1651.77917837665,USA
12647,21,12,3722.82,0,3986.4820593328595,Germany
12648,154,1,318.05,0,375.0234561192148,Germany
12649,106,3,623.51,0,594.4870165109731,Germany
12650,2,1,314.44,0,316.7937744852003,France
12651,334,1,114.0,1,131.82832754435938,France
12652,330,1,919.98,1,913.637654575906,France
12653,148,2,2209.85,0,2418.1338154805458,Israel
12654,10,5,601.98,0,537.3793527760452,Germany
12656,16,5,4051.17,0,4455.823779034516,France
12657,10,4,1643.18,0,2022.3550467205434,France
12658,18,1,686.05,0,846.8051124504306,Germany
12659,29,1,91.68,0,106.54794758614611,France
12660,10,1,245.1,0,287.47207660577925,France
12662,0,11,3849.78,0,4153.772959896132,Germany
12664,7,9,4881.88,0,5332.643728009369,Finland
12665,324,1,63.0,1,54.60999331443132,Germany
12667,57,1,620.13,0,633.7291992578507,Finland
12668,11,4,3807.15,0,3903.8064645989857,Germany
12669,150,3,2744.0299999999997,0,3510.2974080036743,France
12670,9,5,2996.05,0,3042.618897381253,France
12672,329,1,225.89999999999998,1,242.76825174176645,France
12673,4,2,610.52,0,651.1963221439389,Germany
12674,38,4,1970.6,0,2203.8813198037756,France
12676,24,6,1331.39,0,1563.2068546534867,Sweden
12678,41,12,17628.46,0,16086.338856201586,France
12679,58,4,1113.02,0,1184.6564264724707,France
12680,0,4,862.81,0,1046.553028524672,France
12681,14,22,13787.54,0,14222.638320811622,France
12682,3,31,12288.22,0,11541.449795249333,France
12683,3,15,8476.57,1,9556.099653446472,France
12684,7,7,2283.63,0,2767.493969034376,France
12685,27,6,2863.08,0,2380.851854937278,France
12686,371,1,89.14,1,105.93355184546012,France
12688,113,1,4873.8099999999995,0,5901.325956074204,Israel
12689,25,2,1247.61,0,1285.9883098444109,France
12690,205,1,389.01,1,502.46586677947596,France
12691,27,6,1035.8,0,1236.0762496523153,France
12693,126,4,855.91,0,1015.8207629599247,Germany
12694,69,2,869.67,0,1020.9223865044733,France
12695,6,4,582.1,0,509.5144884416787,France
12697,28,3,957.59,0,870.0810622792694,Sweden
12700,7,4,4939.99,0,5098.045304766472,France
12701,79,2,797.71,1,743.4674550030828,Germany
12702,19,1,219.0,0,220.6688864705774,Germany
12703,70,1,283.55,0,352.80199918432214,Germany
12704,6,8,2340.84,1,2837.4806807933346,Finland
12705,14,9,6868.29,0,7658.2802984826385,Germany
12707,291,1,603.42,1,741.6395041495005,France
12708,29,10,2712.91,0,3233.479975944392,Germany
12709,14,15,9736.52,0,9877.626184283734,Germany
12710,96,3,1149.02,0,1034.729940504214,Germany
12712,28,13,4396.13,1,4647.151309008129,Germany
12713,0,1,848.55,0,991.2035091348005,Germany
12714,8,5,4708.86,0,4794.607395836915,France
12715,105,1,353.86,0,401.059953998065,Sweden
12716,3,2,1053.49,0,892.4785001616758,France
12717,150,2,1030.98,0,1210.3729615520947,Greece
12718,70,1,238.25,0,287.41450996976107,France
12719,4,2,644.95,0,743.8975375428302,France
12720,2,25,5781.73,0,7421.612450954407,Germany
12721,31,6,2656.13,1,3222.7516646914655,France
12722,84,4,997.63,0,1248.5806978707355,France
12723,3,5,725.07,0,918.5081927413186,France
12724,4,4,1031.41,1,1238.3871661492826,France
12725,370,1,427.8,0,486.46396630519024,Italy
12726,27,7,2609.1,0,2094.7401753142176,France
12727,10,7,3980.7,0,4111.716287927647,France
12728,70,4,836.33,0,907.9040826034197,France
12729,113,1,453.01,0,431.2723768608342,France
12731,23,12,18895.91,0,18122.16449964389,France
12732,179,1,236.26000000000002,0,302.54976177784187,France
12733,233,1,383.95,1,478.3461933472972,USA
12734,352,1,110.39999999999999,1,135.19468110369408,France
12735,314,2,779.5699999999999,1,781.9133101280163,France
12736,332,1,234.0,1,188.80273039784302,France
12738,371,1,155.35,1,130.5112629934476,Germany
12739,77,2,1013.04,0,968.5657044295806,United Arab Emirates
12740,63,1,427.6,0,345.4458347984758,France
12743,133,2,546.43,0,441.82957766596087,Unspecified
12744,51,7,21279.29,0,26775.765735303172,Singapore
12747,1,11,4196.01,0,4838.332068238286,United Kingdom
12748,0,210,33719.73,0,32184.7402834904,United Kingdom
12749,3,5,4090.88,0,3544.0205248080943,United Kingdom
12750,128,1,275.88,0,291.279030926447,Poland
12752,80,1,4366.78,0,3505.0967541478108,Norway
12753,22,6,21429.39,0,27198.32904924814,Japan
12754,235,3,3010.74,1,3033.0422362745394,Japan
12755,280,2,3811.95,1,3816.400366308476,Japan
12756,86,1,112.07999999999998,0,111.55286576888307,Japan
12757,15,13,7857.1,0,6558.039812344854,Portugal
12758,116,2,2791.59,0,3124.2389906902326,Portugal
12759,51,3,1531.44,0,1786.427531621823,Netherlands
12762,7,2,1898.52,0,2160.6347949146602,Portugal
12763,137,2,494.08,0,429.4631042720936,Japan
12764,316,1,1693.88,1,1845.346891916065,Lebanon
12766,3,7,6989.63,0,7581.946917552456,Portugal
12769,238,1,1143.6,1,1411.437288544882,Brazil
12770,210,1,1351.45,1,1337.346036955884,Japan
12772,59,1,892.47,0,879.7460300688676,Portugal
12775,16,5,1386.04,0,1537.483622232877,Netherlands
12778,19,6,822.23,0,918.0496639434524,Netherlands
12779,37,8,3981.36,0,4119.284716332904,Poland
12781,63,2,826.74,0,844.5394486065262,Czech Republic
12782,4,5,2330.92,0,2440.6453442216266,Portugal
12783,1,6,2225.91,0,2739.0326713087084,Portugal
12784,8,2,574.42,0,591.9877457091355,Portugal
12785,363,1,311.95,1,396.165861252493,Portugal
12787,9,3,463.66,0,487.7711925145363,Netherlands
12789,64,1,91.85,0,117.07204183433242,Netherlands
12790,191,1,324.92,1,395.23787077765,Netherlands
12791,373,1,192.60000000000002,1,188.98213636790436,Netherlands
12792,256,1,400.53999999999996,1,493.3934674430733,Portugal
12793,334,2,545.48,1,466.40266013301226,Portugal
12794,52,2,860.41,0,1086.2879200684415,Portugal
12795,18,1,430.48,0,480.3389501864417,Portugal
12797,365,1,254.03,1,210.13244092356138,Portugal
12798,9,3,6977.04,0,7829.1344655903295,Japan
12802,186,1,427.58,1,550.3484059796074,Netherlands
12808,36,3,483.65000000000003,0,403.7995433021827,Portugal
12809,177,1,489.31,0,527.155121636247,Portugal
12811,260,3,514.85,1,604.3809604868065,Portugal
12812,44,1,229.64000000000001,0,276.74589092484024,Japan
12814,101,1,125.92,0,126.79057721659733,Poland
12815,147,2,1063.46,0,959.32948450653,Poland
12816,95,2,572.2,0,469.8741259567791,Poland
12817,280,1,166.04,1,180.96086556221158,Austria
12818,261,1,1542.08,0,1582.8765516191386,Austria
12820,2,4,942.34,0,1200.8918966626895,United Kingdom
12821,213,1,92.72,1,76.98564352166322,United Kingdom
12822,70,2,948.88,0,1084.282966744523,United Kingdom
12823,74,5,1759.5,0,1429.5640339101203,United Kingdom
12824,59,1,397.12,0,351.7359701276454,United Kingdom
12826,2,7,1474.72,0,1514.2270113831012,United Kingdom
12827,5,3,430.15000000000003,0,441.95169063582694,United Kingdom
12828,2,6,1018.71,0,1164.2330000459663,United Kingdom
12829,336,2,293.0,1,367.7462096081264,United Kingdom
12830,37,6,6814.64,0,7629.099055713989,United Kingdom
12831,261,1,215.05,1,274.5688613964835,United Kingdom
12832,31,2,383.03,0,475.26661927123473,United Kingdom
12833,144,1,417.38,0,455.88326232932064,United Kingdom
12834,282,1,312.38,1,380.1339648140117,United Kingdom
12836,58,4,2612.86,0,2929.7706674551055,United Kingdom
12837,172,1,134.1,0,112.5473025634359,United Kingdom
12838,33,2,683.13,0,799.4549897001345,United Kingdom
12839,2,14,5591.42,0,4738.472478335533,United Kingdom
12840,143,4,2726.77,0,2991.3795517870376,United Kingdom
12841,4,25,4022.35,0,4631.012416016923,United Kingdom
12842,69,2,1118.99,0,932.4138641559325,United Kingdom
12843,65,8,1702.26,0,1558.2442537964891,United Kingdom
12844,28,2,325.96000000000004,0,410.00426041400374,United Kingdom
12845,266,4,354.09,1,392.3873992773731,United Kingdom
12847,21,1,871.54,0,804.5560584170654,United Kingdom
12849,30,2,1050.8899999999999,0,1203.6262323508643,United Kingdom
12851,96,1,135.18,0,148.48011822521062,United Kingdom
12852,294,1,311.55,1,327.37295465471846,United Kingdom
12853,134,6,1957.1000000000001,0,2520.9277643745895,United Kingdom
12854,78,3,1324.5,0,1512.2172640881226,United Kingdom
12855,372,1,38.1,1,37.63215313917374,United Kingdom
12856,7,6,2179.93,0,2615.996038393663,United Kingdom
12857,210,2,1106.4,1,1374.4714776440012,United Kingdom
12863,51,1,521.2,0,449.59247781008634,United Kingdom
12864,137,1,147.12,0,132.44867705029782,United Kingdom
12865,25,2,1568.23,0,1424.130841262229,Austria
12866,282,1,559.12,1,640.5311734321012,Belgium
12867,25,7,4036.82,0,4446.637068315098,United Kingdom
12868,185,6,1607.0600000000002,1,1783.026291982257,United Kingdom
12871,83,2,380.64,0,483.55997439690583,United Kingdom
12872,326,2,599.97,1,712.7378211691997,United Kingdom
12873,281,1,374.0,1,323.1242048837035,United Kingdom
12875,142,2,343.2300000000001,1,334.2214279503975,United Kingdom
12876,57,2,2218.02,0,2257.2719075453524,Belgium
12877,3,12,1535.77,0,1532.6689645754545,United Kingdom
12878,235,2,854.99,1,970.1180838736576,United Kingdom
12879,44,3,573.22,0,714.2014823243634,United Kingdom
12881,275,1,298.0,1,284.0016680648954,United Kingdom
12882,8,2,1463.04,0,1574.1411628348258,United Kingdom
12883,24,4,703.47,0,840.438923016775,United Kingdom
12884,87,1,309.05,0,311.5560955430776,United Kingdom
12885,62,3,1175.22,0,1038.9638934287102,United Kingdom
12886,67,2,1378.4,0,1430.0562052597754,United Kingdom
12888,213,2,354.12,1,293.07369952276065,United Kingdom
12890,23,1,380.46999999999997,1,483.6503163721231,United Kingdom
12891,185,3,331.0,1,277.18290945976804,United Kingdom
12893,30,1,188.14,0,191.7576232036219,United Kingdom
12895,41,2,372.8,0,397.0098670669013,United Kingdom
12897,204,2,216.5,1,279.85913984509864,United Kingdom
12901,8,28,17654.54,0,15589.151463187916,United Kingdom
12902,264,1,138.68,0,118.87868150058095,United Kingdom
12904,17,2,509.58,0,409.8822392100655,United Kingdom
12906,11,5,2919.81,0,2562.9675185426786,United Kingdom
12908,175,2,750.0,0,677.7273671503754,United Kingdom
12909,39,5,2178.67,0,2429.849889999418,United Kingdom
12910,22,8,3075.04,0,2797.835584362586,United Kingdom
12912,2,5,1662.3,0,1346.8958751622788,United Kingdom
12913,4,5,2483.63,0,3013.4110607201733,United Kingdom
12915,148,2,363.65,0,357.39443833504623,United Kingdom
12916,138,4,3006.15,0,2936.552647182337,United Kingdom
12917,127,1,594.0,0,565.0362716628742,United Kingdom
12919,7,6,1335.19,1,1719.3063229565648,United Kingdom
12920,16,1,164.23,0,145.35302749235163,United Kingdom
12921,8,37,16587.09,0,20719.249804109037,United Kingdom
12922,160,1,405.38,0,481.75426739143387,United Kingdom
12923,63,1,176.97,0,148.3433288623567,United Kingdom
12924,87,4,933.7,0,1207.6144810356714,United Kingdom
12925,4,2,694.05,0,649.4107734971252,United Kingdom
12928,34,5,2062.7000000000003,0,1751.8335017845652,United Kingdom
12929,311,1,117.85,1,143.14734124586036,United Kingdom
12930,77,2,415.8,0,479.55784345159384,United Kingdom
12931,21,15,42055.96,0,46623.632705624375,United Kingdom
12933,23,3,607.53,0,533.4055270615065,United Kingdom
12935,1,7,2160.7,0,2245.5032791971284,United Kingdom
12936,16,4,1063.9,0,1266.3367785026535,United Kingdom
12937,14,4,1504.27,1,1431.7821907158175,United Kingdom
12938,25,1,114.14,0,109.10013851335341,United Kingdom
12939,63,8,11581.8,0,9283.62867283407,United Kingdom
12940,54,2,913.54,0,810.42115856956,United Kingdom
12942,130,3,683.9,0,846.4649535104113,United Kingdom
12944,35,2,604.51,0,617.1280858299552,United Kingdom
12945,287,1,462.95,1,598.1856807102906,United Kingdom
12947,143,6,1603.99,0,1600.547808246364,United Kingdom
12948,15,7,2064.95,0,2390.3721348992294,United Kingdom
12949,30,8,4167.22,0,3921.185336986723,United Kingdom
12950,1,3,1843.0,0,1809.6505843113703,United Kingdom
12951,8,6,1064.07,1,952.7289008079216,United Kingdom
12952,5,4,1387.79,0,1351.0568421898877,United Kingdom
12953,9,1,329.85,0,354.1331480553746,United Kingdom
12955,0,11,4757.16,1,6164.739139239623,United Kingdom
12956,305,1,108.07,1,122.34613956583392,United Kingdom
12957,9,8,4017.54,0,3614.2712958367892,United Kingdom
12962,6,2,266.39,0,219.10063921278666,United Kingdom
12963,7,8,1856.63,0,1602.60261695148,United Kingdom
12965,88,1,771.91,0,834.648992707339,United Kingdom
12966,9,1,160.18,0,189.42569073493482,United Kingdom
12967,357,2,1660.9,1,2109.691130702906,United Kingdom
12968,111,1,135.95,0,109.8355801164839,United Kingdom
12970,6,4,452.24,0,479.99852320997,United Kingdom
12971,3,86,11189.91,0,11586.409669037645,United Kingdom
12974,197,1,144.8,1,163.33838359104098,United Kingdom
12976,211,1,738.6,1,797.5324709540507,United Kingdom
12977,155,1,39.239999999999995,0,44.87170813442827,United Kingdom
12980,157,9,7374.900000000001,0,8326.566627133403,United Kingdom
12981,29,2,372.21999999999997,0,319.5530521133124,United Kingdom
12982,242,1,390.54,1,468.5929169923274,United Kingdom
12984,18,1,97.5,0,84.00758806617084,United Kingdom
12985,0,2,1239.38,0,1424.3764431358504,United Kingdom
12987,73,2,558.7,0,563.2102084504036,United Kingdom
12988,291,1,535.32,1,565.7932876167723,United Kingdom
12989,2,15,6924.110000000001,0,8666.555407159502,United Kingdom
12990,30,3,409.5,0,509.8036929954464,United Kingdom
12991,22,2,503.76,0,609.0096462683889,United Kingdom
12993,22,4,414.76,0,437.60257113903236,United Kingdom
12994,3,3,974.4200000000001,0,1138.239397895305,United Kingdom
12995,84,1,211.32,1,223.2487028861174,United Kingdom
12997,21,4,1226.89,0,1514.96750326374,United Kingdom
12999,195,3,455.88,1,456.5127234271073,United Kingdom
13000,106,3,534.85,0,687.3451869801485,United Kingdom
13001,3,13,9818.82,0,12432.210672476434,United Kingdom
13002,317,1,120.94999999999999,1,141.60841841134675,United Kingdom
13003,105,3,149.05,0,140.06346876822178,United Kingdom
13004,11,18,5655.91,0,4897.038424695839,United Kingdom
13005,173,2,513.7,1,630.4905811564379,United Kingdom
13006,55,1,81.57,0,71.99785374013675,United Kingdom
13008,322,1,229.46999999999997,1,281.5896116256093,United Kingdom
13011,371,1,50.550000000000004,1,52.84408554465492,United Kingdom
13012,8,8,1661.8400000000001,0,1667.2881628018304,United Kingdom
13013,0,13,4810.9400000000005,0,6021.350322762854,United Kingdom
13014,10,10,3466.2799999999997,1,3819.582291879857,United Kingdom
13015,52,5,3346.28,0,3641.7799598890165,United Kingdom
13016,72,3,789.89,0,852.5938159996828,United Kingdom
13017,6,1,204.0,0,201.05929063399222,United Kingdom
13018,15,28,7277.7,0,8680.997407276966,United Kingdom
13021,3,9,2616.38,0,2423.8123964769943,United Kingdom
