ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2025-05-20,8.70576132927509,-556.0023158689262,1160.5407250108942,8.70576132927509,8.70576132927509,317.6810610481725,317.6810610481725,317.6810610481725,160.65075969125755,160.65075969125755,160.65075969125755,157.030301356915,157.030301356915,157.030301356915,0.0,0.0,0.0,326.38682237744763
2025-05-21,18.24983558788447,-644.1134447945105,1015.5398502910622,18.24983558788447,18.24983558788447,153.98478963376255,153.98478963376255,153.98478963376255,11.141057524460855,11.141057524460855,11.141057524460855,142.8437321093017,142.8437321093017,142.8437321093017,0.0,0.0,0.0,172.234625221647
2025-05-23,37.33798444942207,-699.9181372219347,926.72577748439,37.33798444942207,37.33798444942207,33.00791113747236,33.00791113747236,33.00791113747236,-79.31270049320308,-79.31270049320308,-79.31270049320308,112.32061163067543,112.32061163067543,112.32061163067543,0.0,0.0,0.0,70.34589558689444
2025-05-25,56.426133310959685,-608.1378317732735,1033.9343934358064,56.426133310959685,56.426133310959685,150.63518087732677,150.63518087732677,150.63518087732677,70.27390994940434,70.27390994940434,70.27390994940434,80.36127092792243,80.36127092792243,80.36127092792243,0.0,0.0,0.0,207.06131418828647
2025-05-26,65.97020774172849,-635.271599845028,965.865030521788,65.97020774172849,65.97020774172849,85.48568495755995,85.48568495755995,85.48568495755995,21.02257349810656,21.02257349810656,21.02257349810656,64.4631114594534,64.4631114594534,64.4631114594534,0.0,0.0,0.0,151.45589269928843
2025-05-27,75.51428217249729,-603.1103325717798,1137.7905482720942,75.51428217249729,75.51428217249729,209.62301476340195,209.62301476340195,209.62301476340195,160.65075969145454,160.65075969145454,160.65075969145454,48.972255071947444,48.972255071947444,48.972255071947444,0.0,0.0,0.0,285.13729693589926
2025-05-29,94.60243103403492,-1009.1999250285778,778.025181478695,94.60243103403492,94.60243103403492,-142.75839516439748,-142.75839516439748,-142.75839516439748,-163.0152033961638,-163.0152033961638,-163.0152033961638,20.256808231766332,20.256808231766332,20.256808231766332,0.0,0.0,0.0,-48.15596413036256
2025-05-30,104.1465054648037,-843.7350729725778,806.0188321017785,104.1465054648037,104.1465054648037,-71.79372043699794,-71.79372043699794,-71.79372043699794,-79.31270049336536,-79.31270049336536,-79.31270049336536,7.518980056367402,7.518980056367402,7.518980056367402,0.0,0.0,0.0,32.35278502780575
2025-05-31,113.69057989557253,-779.667728715226,872.1976416190377,113.69057989557253,113.69057989557253,-24.614096956385147,-24.614096956385147,-24.614096956385147,-20.760396774410584,-20.760396774410584,-20.760396774410584,-3.8537001819745638,-3.8537001819745638,-3.8537001819745638,0.0,0.0,0.0,89.07648293918737
2025-06-01,123.23465432634131,-686.159378677523,1073.5207987061567,123.23465432634131,123.23465432634131,56.586615571944684,56.586615571944684,56.586615571944684,70.27390994939411,70.27390994939411,70.27390994939411,-13.687294377449426,-13.687294377449426,-13.687294377449426,0.0,0.0,0.0,179.821269898286
2025-06-03,142.32280318787892,-557.6911633497662,1161.4722338933686,142.32280318787892,142.32280318787892,132.40950320345414,132.40950320345414,132.40950320345414,160.65075969114832,160.65075969114832,160.65075969114832,-28.241256487694187,-28.241256487694187,-28.241256487694187,0.0,0.0,0.0,274.73230639133305
2025-06-04,151.86687761864775,-702.3914727367621,997.2002022302158,151.86687761864775,151.86687761864775,-21.684779877786166,-21.684779877786166,-21.684779877786166,11.141057525127835,11.141057525127835,11.141057525127835,-32.825837402914004,-32.825837402914004,-32.825837402914004,0.0,0.0,0.0,130.1820977408616
2025-06-05,161.41095204941647,-829.8311956507137,826.0866987429757,161.41095204941647,161.41095204941647,-198.62000214008518,-198.62000214008518,-198.62000214008518,-163.0152033962959,-163.0152033962959,-163.0152033962959,-35.604798743789274,-35.604798743789274,-35.604798743789274,0.0,0.0,0.0,-37.20905009066871
2025-06-06,170.95539041808667,-776.6569681240114,874.2145032317762,170.95539041808667,170.95539041808667,-115.94396810051352,-115.94396810051352,-115.94396810051352,-79.31270049345476,-79.31270049345476,-79.31270049345476,-36.63126760705877,-36.63126760705877,-36.63126760705877,0.0,0.0,0.0,55.01142231757315
2025-06-07,180.4998287867568,-705.115055679138,983.5676900174511,180.4998287867568,180.4998287867568,-56.76663867332787,-56.76663867332787,-56.76663867332787,-20.760396774254403,-20.760396774254403,-20.760396774254403,-36.00624189907346,-36.00624189907346,-36.00624189907346,0.0,0.0,0.0,123.73319011342895
2025-06-08,190.044267155427,-654.0228099636057,1082.712153610549,190.044267155427,190.044267155427,36.397865791009465,36.397865791009465,36.397865791009465,70.27390994938321,70.27390994938321,70.27390994938321,-33.87604415837375,-33.87604415837375,-33.87604415837375,0.0,0.0,0.0,226.44213294643646
2025-06-09,199.58870552409718,-600.3574241752112,1008.4750399284263,199.58870552409718,199.58870552409718,-9.405847712825688,-9.405847712825688,-9.405847712825688,21.02257349830046,21.02257349830046,21.02257349830046,-30.42842121112615,-30.42842121112615,-30.42842121112615,0.0,0.0,0.0,190.1828578112715
2025-06-10,209.13314389276738,-472.89612825884615,1212.8469552112836,209.13314389276738,209.13314389276738,134.76335152295638,134.76335152295638,134.76335152295638,160.6507596913453,160.6507596913453,160.6507596913453,-25.88740816838893,-25.88740816838893,-25.88740816838893,0.0,0.0,0.0,343.89649541572373
2025-06-11,218.67758226143752,-608.7226063156436,1082.5104075304234,218.67758226143752,218.67758226143752,-9.366054124563876,-9.366054124563876,-9.366054124563876,11.141057525049685,11.141057525049685,11.141057525049685,-20.507111649613563,-20.507111649613563,-20.507111649613563,0.0,0.0,0.0,209.31152813687365
2025-06-12,228.22202063010772,-728.1849280880085,940.5218757402988,228.22202063010772,228.22202063010772,-177.57980214485286,-177.57980214485286,-177.57980214485286,-163.01520339611488,-163.01520339611488,-163.01520339611488,-14.564598748737971,-14.564598748737971,-14.564598748737971,0.0,0.0,0.0,50.64221848525486
2025-06-13,237.76645899877786,-714.2960516026656,1016.7442364012918,237.76645899877786,237.76645899877786,-87.66480471073433,-87.66480471073433,-87.66480471073433,-79.31270049329333,-79.31270049329333,-79.31270049329333,-8.352104217441017,-8.352104217441017,-8.352104217441017,0.0,0.0,0.0,150.10165428804353
2025-06-14,247.31089736744806,-598.9603025494403,1039.0858070672411,247.31089736744806,247.31089736744806,-22.929184649550372,-22.929184649550372,-22.929184649550372,-20.760396774375852,-20.760396774375852,-20.760396774375852,-2.168787875174519,-2.168787875174519,-2.168787875174519,0.0,0.0,0.0,224.3817127178977
2025-06-15,256.8553357361182,-542.3052145531309,1180.524935837996,256.8553357361182,256.8553357361182,73.96162314168592,73.96162314168592,73.96162314168592,70.27390994943147,70.27390994943147,70.27390994943147,3.687713192254453,3.687713192254453,3.687713192254453,0.0,0.0,0.0,330.81695887780415
2025-06-16,266.39977410478843,-606.629351772268,1104.525505442695,266.39977410478843,266.39977410478843,29.95226136250038,29.95226136250038,29.95226136250038,21.022573498178925,21.022573498178925,21.022573498178925,8.929687864321453,8.929687864321453,8.929687864321453,0.0,0.0,0.0,296.35203546728883
2025-06-17,275.9442125853818,-453.8910105788829,1346.004033492741,275.9442125853818,275.9442125853818,173.938221794587,173.938221794587,173.938221794587,160.6507596915423,160.6507596915423,160.6507596915423,13.287462103044694,13.287462103044694,13.287462103044694,0.0,0.0,0.0,449.8824343799688
2025-06-18,285.4886510659752,-558.5476482007756,1172.4479588577042,285.4886510659752,285.4886510659752,27.658037537547628,27.658037537547628,27.658037537547628,11.14105752465816,11.14105752465816,11.14105752465816,16.516980012889466,16.516980012889466,16.516980012889466,0.0,0.0,0.0,313.1466886035228
2025-06-19,295.0330895465686,-704.5555396037059,968.226800290585,295.0330895465686,295.0330895465686,-144.60856984861897,-144.60856984861897,-144.60856984861897,-163.01520339624696,-163.01520339624696,-163.01520339624696,18.406633547628015,18.406633547628015,18.406633547628015,0.0,0.0,0.0,150.42451969794962
2025-06-20,304.577528027162,-610.3868137136526,1070.3781445568097,304.577528027162,304.577528027162,-60.529557756294274,-60.529557756294274,-60.529557756294274,-79.31270049395721,-79.31270049395721,-79.31270049395721,18.783142737662942,18.783142737662942,18.783142737662942,0.0,0.0,0.0,244.0479702708677
2025-06-21,314.12196650775536,-541.1181664050848,1176.3766464182477,314.12196650775536,314.12196650775536,-3.2440794912390394,-3.2440794912390394,-3.2440794912390394,-20.76039677421968,-20.76039677421968,-20.76039677421968,17.516317282980637,17.516317282980637,17.516317282980637,0.0,0.0,0.0,310.8778870165163
2025-06-22,323.66640498834875,-373.6447582694327,1200.3799995136462,323.66640498834875,323.66640498834875,84.79647419002592,84.79647419002592,84.79647419002592,70.27390994942058,70.27390994942058,70.27390994942058,14.522564240605323,14.522564240605323,14.522564240605323,0.0,0.0,0.0,408.4628791783747
2025-06-23,333.2108434689422,-434.2074298172398,1209.1957191388876,333.2108434689422,333.2108434689422,30.78961779570311,30.78961779570311,30.78961779570311,21.022573498135916,21.022573498135916,21.022573498135916,9.767044297567196,9.767044297567196,9.767044297567196,0.0,0.0,0.0,364.0004612646453
2025-06-24,342.7552819495355,-368.7800482757877,1371.8546997655624,342.7552819495355,342.7552819495355,163.91517930591215,163.91517930591215,163.91517930591215,160.6507596914877,160.6507596914877,160.6507596914877,3.2644196144244333,3.2644196144244333,3.2644196144244333,0.0,0.0,0.0,506.67046125544766
2025-06-27,371.3885973913157,-613.730767638909,1114.6480439685668,371.3885973913157,371.3885973913157,-105.17353231795101,-105.17353231795101,-105.17353231795101,-79.31270049354504,-79.31270049354504,-79.31270049354504,-25.86083182440599,-25.86083182440599,-25.86083182440599,0.0,0.0,0.0,266.2150650733647
2025-06-28,380.93303587190906,-512.4836293119041,1122.3025979991253,380.93303587190906,380.93303587190906,-59.02806957578684,-59.02806957578684,-59.02806957578684,-20.760396774063487,-20.760396774063487,-20.760396774063487,-38.26767280172335,-38.26767280172335,-38.26767280172335,0.0,0.0,0.0,321.9049662961222
2025-06-29,390.4774743525025,-404.6993622193569,1220.1986638082544,390.4774743525025,390.4774743525025,18.597317555217508,18.597317555217508,18.597317555217508,70.27390994941034,70.27390994941034,70.27390994941034,-51.67659239419283,-51.67659239419283,-51.67659239419283,0.0,0.0,0.0,409.07479190772
2025-06-30,400.02191297875754,-518.8931475602684,1170.6224224312793,400.02191297875754,400.02191297875754,-44.813212287291464,-44.813212287291464,-44.813212287291464,21.022573498232866,21.022573498232866,21.022573498232866,-65.83578578552432,-65.83578578552432,-65.83578578552432,0.0,0.0,0.0,355.2087006914661
2025-07-01,409.5663516050127,-349.5509197593622,1320.0411225543287,409.5663516050127,409.5663516050127,80.17644369309926,80.17644369309926,80.17644369309926,160.65075969166998,160.65075969166998,160.65075969166998,-80.4743159985707,-80.4743159985707,-80.4743159985707,0.0,0.0,0.0,489.74279529811196
2025-07-02,419.11079023126774,-408.86369939070306,1180.247239962283,419.11079023126774,419.11079023126774,-84.16884504693797,-84.16884504693797,-84.16884504693797,11.141057524501875,11.141057524501875,11.141057524501875,-95.30990257143985,-95.30990257143985,-95.30990257143985,0.0,0.0,0.0,334.94194518432977
2025-07-03,428.6552288575229,-772.8169147105878,1006.0684923342355,428.6552288575229,428.6552288575229,-273.0721657874121,-273.0721657874121,-273.0721657874121,-163.0152033964893,-163.0152033964893,-163.0152033964893,-110.05696239092275,-110.05696239092275,-110.05696239092275,0.0,0.0,0.0,155.58306307011082
2025-07-04,438.19966748377794,-562.6271022781641,1045.7226125875948,438.19966748377794,438.19966748377794,-203.74736516388722,-203.74736516388722,-203.74736516388722,-79.31270049363441,-79.31270049363441,-79.31270049363441,-124.4346646702528,-124.4346646702528,-124.4346646702528,0.0,0.0,0.0,234.45230231989072
2025-07-05,447.7441061100331,-548.470985742817,1121.3061791792795,447.7441061100331,447.7441061100331,-158.9351601791521,-158.9351601791521,-158.9351601791521,-20.76039677404613,-20.76039677404613,-20.76039677404613,-138.17476340510598,-138.17476340510598,-138.17476340510598,0.0,0.0,0.0,288.808945930881
2025-07-06,457.28854473628815,-547.6571190442011,1194.2328598506176,457.28854473628815,457.28854473628815,-80.75506915482042,-80.75506915482042,-80.75506915482042,70.27390994939883,70.27390994939883,70.27390994939883,-151.02897910421925,-151.02897910421925,-151.02897910421925,0.0,0.0,0.0,376.5334755814677
2025-07-07,466.8329833625432,-468.80462986048616,1184.969455974012,466.8329833625432,466.8329833625432,-141.75314336811329,-141.75314336811329,-141.75314336811329,21.02257349832981,21.02257349832981,21.02257349832981,-162.77571686644308,-162.77571686644308,-162.77571686644308,0.0,0.0,0.0,325.0798399944299
2025-07-08,476.3774219887983,-407.5862450022569,1246.7640033629918,476.3774219887983,476.3774219887983,-12.575169784319757,-12.575169784319757,-12.575169784319757,160.6507596913638,160.6507596913638,160.6507596913638,-173.22592947568353,-173.22592947568353,-173.22592947568353,0.0,0.0,0.0,463.8022522044785
2025-07-09,485.92186061505345,-494.2005634561798,1150.2072009367655,485.92186061505345,485.92186061505345,-171.08690389522405,-171.08690389522405,-171.08690389522405,11.14105752411035,11.14105752411035,11.14105752411035,-182.22796141933438,-182.22796141933438,-182.22796141933438,0.0,0.0,0.0,314.8349567198294
2025-07-10,495.4662992413085,-715.5901850332879,1016.3827214583015,495.4662992413085,495.4662992413085,-352.6864451463072,-352.6864451463072,-352.6864451463072,-163.0152033963083,-163.0152033963083,-163.0152033963083,-189.67124174999893,-189.67124174999893,-189.67124174999893,0.0,0.0,0.0,142.77985409500127
2025-07-11,505.0107381552271,-603.1356792641553,1148.170697080766,505.0107381552271,505.0107381552271,-274.8014300023398,-274.8014300023398,-274.8014300023398,-79.312700493473,-79.312700493473,-79.312700493473,-195.48872950886678,-195.48872950886678,-195.48872950886678,0.0,0.0,0.0,230.20930815288727
2025-07-12,514.5551770691457,-545.639743473232,1077.0765086196366,514.5551770691457,514.5551770691457,-220.4184506770879,-220.4184506770879,-220.4184506770879,-20.760396774159616,-20.760396774159616,-20.760396774159616,-199.65805390292826,-199.65805390292826,-199.65805390292826,0.0,0.0,0.0,294.13672639205777
2025-07-13,524.0996159830643,-393.8306082292354,1248.1878588875759,524.0996159830643,524.0996159830643,-131.92742144392528,-131.92742144392528,-131.92742144392528,70.27390994944773,70.27390994944773,70.27390994944773,-202.201331393373,-202.201331393373,-202.201331393373,0.0,0.0,0.0,392.172194539139
2025-07-14,533.6440548969828,-485.3133642667004,1191.722809310369,533.6440548969828,533.6440548969828,-182.161108582706,-182.161108582706,-182.161108582706,21.02257349842676,21.02257349842676,21.02257349842676,-203.18368208113273,-203.18368208113273,-203.18368208113273,0.0,0.0,0.0,351.4829463142768
2025-07-15,543.1884938109014,-290.0995194631118,1382.9691452682061,543.1884938109014,543.1884938109014,-42.05974734795477,-42.05974734795477,-42.05974734795477,160.65075969156078,160.65075969156078,160.65075969156078,-202.71050703951556,-202.71050703951556,-202.71050703951556,0.0,0.0,0.0,501.1287464629466
2025-07-16,552.7329327248199,-435.5867703505205,1159.0096842340092,552.7329327248199,552.7329327248199,-189.78256782133886,-189.78256782133886,-189.78256782133886,11.14105752403219,11.14105752403219,11.14105752403219,-200.92362534537105,-200.92362534537105,-200.92362534537105,0.0,0.0,0.0,362.95036490348105
2025-07-17,562.2773716387385,-705.0993503823194,1078.0585459126623,562.2773716387385,562.2773716387385,-361.01160677256473,-361.01160677256473,-361.01160677256473,-163.01520339610548,-163.01520339610548,-163.01520339610548,-197.99640337645926,-197.99640337645926,-197.99640337645926,0.0,0.0,0.0,201.26576486617375
2025-07-18,571.8218105526571,-526.6478986224326,1164.0475813624535,571.8218105526571,571.8218105526571,-273.44073894098466,-273.44073894098466,-273.44073894098466,-79.31270049331162,-79.31270049331162,-79.31270049331162,-194.12803844767308,-194.12803844767308,-194.12803844767308,0.0,0.0,0.0,298.38107161167244
2025-07-19,581.3662494665757,-452.0014115175303,1192.9949650701958,581.3662494665757,581.3662494665757,-210.2975799481948,-210.2975799481948,-210.2975799481948,-20.760396774281073,-20.760396774281073,-20.760396774281073,-189.53718317391375,-189.53718317391375,-189.53718317391375,0.0,0.0,0.0,371.06866951838094
2025-07-20,590.9106883804943,-354.2191284651904,1357.02190615805,590.9106883804943,590.9106883804943,-114.18120539075227,-114.18120539075227,-114.18120539075227,70.27390994943619,70.27390994943619,70.27390994943619,-184.45511534018846,-184.45511534018846,-184.45511534018846,0.0,0.0,0.0,476.72948298974205
2025-07-21,600.4551272944128,-395.20944614877214,1235.5341889673268,600.4551272944128,600.4551272944128,-158.09609650202776,-158.09609650202776,-158.09609650202776,21.02257349838374,21.02257349838374,21.02257349838374,-179.1186700004115,-179.1186700004115,-179.1186700004115,0.0,0.0,0.0,442.35903079238506
2025-07-22,609.9995736143286,-192.29171419621304,1509.171283854147,609.9995736143286,609.9995736143286,-13.11239597549966,-13.11239597549966,-13.11239597549966,160.65075969150615,160.65075969150615,160.65075969150615,-173.76315566700583,-173.76315566700583,-173.76315566700583,0.0,0.0,0.0,596.8871776388289
2025-07-23,619.5440199342444,-420.81312394316194,1319.637467318085,619.5440199342444,619.5440199342444,-157.4744171464987,-157.4744171464987,-157.4744171464987,11.141057524463962,11.141057524463962,11.141057524463962,-168.61547467096264,-168.61547467096264,-168.61547467096264,0.0,0.0,0.0,462.0696027877457
2025-07-24,629.0884662541602,-578.043451062281,1131.090302482056,629.0884662541602,629.0884662541602,-326.9028625452058,-326.9028625452058,-326.9028625452058,-163.0152033959245,-163.0152033959245,-163.0152033959245,-163.8876591492813,-163.8876591492813,-163.8876591492813,0.0,0.0,0.0,302.1856037089544
2025-07-25,638.632912574076,-544.4330939417608,1173.072806503945,638.632912574076,638.632912574076,-239.08371944184222,-239.08371944184222,-239.08371944184222,-79.31270049315022,-79.31270049315022,-79.31270049315022,-159.771018948692,-159.771018948692,-159.771018948692,0.0,0.0,0.0,399.5491931322338
2025-07-26,648.1773588939917,-372.0830513993587,1292.733715887756,648.1773588939917,648.1773588939917,-177.1914732936935,-177.1914732936935,-177.1914732936935,-20.760396774124885,-20.760396774124885,-20.760396774124885,-156.43107651956862,-156.43107651956862,-156.43107651956862,0.0,0.0,0.0,470.9858856002982
2025-07-27,657.7218052139076,-375.5951948361843,1401.2525127264587,657.7218052139076,657.7218052139076,-83.72952734499647,-83.72952734499647,-83.72952734499647,70.27390994942596,70.27390994942596,70.27390994942596,-154.0034372944224,-154.0034372944224,-154.0034372944224,0.0,0.0,0.0,573.9922778689112
2025-07-28,667.2662515338234,-285.3170356855826,1358.2337114546242,667.2662515338234,667.2662515338234,-131.5681394534245,-131.5681394534245,-131.5681394534245,21.02257349812223,21.02257349812223,21.02257349812223,-152.59071295154672,-152.59071295154672,-152.59071295154672,0.0,0.0,0.0,535.6981120803989
2025-07-29,676.8106978537393,-130.31285968716648,1546.1216438280655,676.8106978537393,676.8106978537393,8.390179351933508,8.390179351933508,8.390179351933508,160.65075969145158,160.65075969145158,160.65075969145158,-152.26058033951807,-152.26058033951807,-152.26058033951807,0.0,0.0,0.0,685.2008772056728
2025-07-30,686.3551441736549,-310.6123803922902,1372.893314158226,686.3551441736549,686.3551441736549,-141.90396425328703,-141.90396425328703,-141.90396425328703,11.14105752501254,11.14105752501254,11.14105752501254,-153.04502177829957,-153.04502177829957,-153.04502177829957,0.0,0.0,0.0,544.4511799203678
2025-07-31,695.8995904935708,-386.5234809571528,1225.0889075540733,695.8995904935708,695.8995904935708,-317.9559575253867,-317.9559575253867,-317.9559575253867,-163.01520339636966,-163.01520339636966,-163.01520339636966,-154.94075412901705,-154.94075412901705,-154.94075412901705,0.0,0.0,0.0,377.94363296818415
2025-08-01,705.4440368134866,-388.2719473058141,1263.6886522190155,705.4440368134866,705.4440368134866,-237.22351613143334,-237.22351613143334,-237.22351613143334,-79.3127004932396,-79.3127004932396,-79.3127004932396,-157.91081563819372,-157.91081563819372,-157.91081563819372,0.0,0.0,0.0,468.22052068205323
2025-08-02,714.9884830767503,-330.62567575014367,1418.5586282057368,714.9884830767503,714.9884830767503,-182.64763910101118,-182.64763910101118,-182.64763910101118,-20.76039677410752,-20.76039677410752,-20.76039677410752,-161.88724232690365,-161.88724232690365,-161.88724232690365,0.0,0.0,0.0,532.3408439757391
2025-08-03,724.5329293400139,-247.70739241297483,1451.710640921611,724.5329293400139,724.5329293400139,-96.50082082808076,-96.50082082808076,-96.50082082808076,70.27390994941571,70.27390994941571,70.27390994941571,-166.77473077749647,-166.77473077749647,-166.77473077749647,0.0,0.0,0.0,628.0321085119331
2025-08-04,734.0773756032775,-279.18150028156884,1374.4456051085772,734.0773756032775,734.0773756032775,-151.43257917325118,-151.43257917325118,-151.43257917325118,21.022573498079208,21.022573498079208,21.022573498079208,-172.4551526713304,-172.4551526713304,-172.4551526713304,0.0,0.0,0.0,582.6447964300263
2025-08-05,743.621821866541,-168.26365244406728,1636.7590594827448,743.621821866541,743.621821866541,-18.141999648656913,-18.141999648656913,-18.141999648656913,160.65075969139698,160.65075969139698,160.65075969139698,-178.7927593400539,-178.7927593400539,-178.7927593400539,0.0,0.0,0.0,725.4798222178841
2025-08-06,753.1662681298045,-204.60671771509138,1433.2009745602052,753.1662681298045,753.1662681298045,-174.49883524128228,-174.49883524128228,-174.49883524128228,11.141057524621019,11.141057524621019,11.141057524621019,-185.6398927659033,-185.6398927659033,-185.6398927659033,0.0,0.0,0.0,578.6674328885222
2025-08-07,762.710714393068,-427.7322312691502,1165.1517237829971,762.710714393068,762.710714393068,-355.8582069883479,-355.8582069883479,-355.8582069883479,-163.01520339618864,-163.01520339618864,-163.01520339618864,-192.84300359215928,-192.84300359215928,-192.84300359215928,0.0,0.0,0.0,406.8525074047201
2025-08-08,772.2551606563317,-357.63341325570036,1405.4198959797718,772.2551606563317,772.2551606563317,-279.56146778012135,-279.56146778012135,-279.56146778012135,-79.31270049365268,-79.31270049365268,-79.31270049365268,-200.24876728646862,-200.24876728646862,-200.24876728646862,0.0,0.0,0.0,492.6936928762103
2025-08-09,781.7996069195952,-280.44878136722076,1416.9657252996985,781.7996069195952,781.7996069195952,-228.47048371735943,-228.47048371735943,-228.47048371735943,-20.760396774090154,-20.760396774090154,-20.760396774090154,-207.7100869432693,-207.7100869432693,-207.7100869432693,0.0,0.0,0.0,553.3291232022358
2025-08-10,791.3440531828589,-129.60417893456707,1479.1798580297711,791.3440531828589,791.3440531828589,-144.81786545379396,-144.81786545379396,-144.81786545379396,70.27390994940419,70.27390994940419,70.27390994940419,-215.09177540319814,-215.09177540319814,-215.09177540319814,0.0,0.0,0.0,646.526187729065
2025-08-11,800.8884994461224,-226.3239944975852,1391.5186097574513,800.8884994461224,800.8884994461224,-201.2531467902533,-201.2531467902533,-201.2531467902533,21.02257349831613,21.02257349831613,21.02257349831613,-222.27572028856943,-222.27572028856943,-222.27572028856943,0.0,0.0,0.0,599.6353526558692
2025-08-12,810.432945709386,-78.64782736928348,1545.11217946405,810.432945709386,810.432945709386,-68.51459317471493,-68.51459317471493,-68.51459317471493,160.65075969159398,160.65075969159398,160.65075969159398,-229.16535286630892,-229.16535286630892,-229.16535286630892,0.0,0.0,0.0,741.918352534671
2025-08-13,819.9773919631464,-273.2643088155722,1360.363036418775,819.9773919631464,819.9773919631464,-224.54820729393367,-224.54820729393367,-224.54820729393367,11.141057525366161,11.141057525366161,11.141057525366161,-235.68926481929984,-235.68926481929984,-235.68926481929984,0.0,0.0,0.0,595.4291846692126
2025-08-14,829.5218382169064,-431.2341657844566,1349.4531103319484,829.5218382169064,829.5218382169064,-404.8190487100692,-404.8190487100692,-404.8190487100692,-163.01520339600765,-163.01520339600765,-163.01520339600765,-241.80384531406156,-241.80384531406156,-241.80384531406156,0.0,0.0,0.0,424.70278950683723
2025-08-15,839.0662844706668,-265.1787586756198,1409.754425772396,839.0662844706668,839.0662844706668,-326.80754379936036,-326.80754379936036,-326.80754379936036,-79.31270049374208,-79.31270049374208,-79.31270049374208,-247.49484330561828,-247.49484330561828,-247.49484330561828,0.0,0.0,0.0,512.2587406713064
2025-08-16,848.6107307244272,-211.60976386461428,1400.60835587129,848.6107307244272,848.6107307244272,-273.53819258344157,-273.53819258344157,-273.53819258344157,-20.76039677434246,-20.76039677434246,-20.76039677434246,-252.77779580909913,-252.77779580909913,-252.77779580909913,0.0,0.0,0.0,575.0725381409857
2025-08-17,858.1551769781875,-120.41962046321063,1541.5195966465728,858.1551769781875,858.1551769781875,-187.423390803502,-187.423390803502,-187.423390803502,70.27390994939392,70.27390994939392,70.27390994939392,-257.69730075289596,-257.69730075289596,-257.69730075289596,0.0,0.0,0.0,670.7317861746855
