customer_id,recency,frequency,monetary,churned,target_clv,primary_category,cluster,segment_label,churn_prob,churn_risk,predicted_clv,next_best_action
12362,2,10,5226.23,0,6012.431732284046,Belgium,3,At-Risk Accounts,0.05036132844184241,Low,5235.885797902454,Standard Quarterly Business Review
12363,109,2,552.0,0,497.9108077438477,Unspecified,3,At-Risk Accounts,0.07314075508614509,Low,520.137767158612,Standard Quarterly Business Review
12364,7,4,1313.1,1,1479.8598213256964,Belgium,3,At-Risk Accounts,0.06356526249484963,Low,1268.4537973049034,Standard Quarterly Business Review
12365,290,2,641.38,1,775.5469362749002,Cyprus,1,Dormant,0.828672961026901,High,643.508411280944,Assign Dedicated CSM & Offer 20% Discount
12367,3,1,168.9,0,139.34406881254296,Denmark,3,At-Risk Accounts,0.05929603476402787,Low,307.9895288485309,Standard Quarterly Business Review
12370,50,4,3545.69,0,4452.537967265321,Cyprus,3,At-Risk Accounts,0.0531917500690573,Low,3639.8702316481235,Standard Quarterly Business Review
12371,44,2,1887.96,0,1538.2192379759715,Switzerland,3,At-Risk Accounts,0.06705559482311815,Low,1962.218062868513,Standard Quarterly Business Review
12372,71,3,1298.04,0,1269.4643195056178,Denmark,3,At-Risk Accounts,0.060567718680074475,Low,1237.2198541881478,Standard Quarterly Business Review
12373,310,1,364.6,1,294.562745673269,Austria,1,Dormant,0.9041472996493686,High,307.9895288485309,Assign Dedicated CSM & Offer 20% Discount
12374,24,1,742.9300000000001,0,623.0007300315559,Austria,3,At-Risk Accounts,0.05862537567205913,Low,804.9075936002139,Standard Quarterly Business Review
12375,10,2,457.5,0,574.4297452349431,Finland,3,At-Risk Accounts,0.0604040204522137,Low,383.62163004584346,Standard Quarterly Business Review
12377,314,2,1628.12,1,1591.3740078772091,Switzerland,1,Dormant,0.8636762823041488,High,1831.3010377803287,Assign Dedicated CSM & Offer 20% Discount
12378,129,1,4008.62,0,4058.269826146238,Switzerland,3,At-Risk Accounts,0.07364781123033627,Low,4386.555783976199,Standard Quarterly Business Review
12379,81,2,852.24,0,773.5545477947334,Belgium,3,At-Risk Accounts,0.07097077170908621,Low,882.6945288948425,Standard Quarterly Business Review
12380,21,4,2724.81,0,2993.334262781238,Belgium,3,At-Risk Accounts,0.04720676567548429,Low,2790.921079761678,Standard Quarterly Business Review
12381,4,5,1845.31,0,2025.046160038536,Norway,3,At-Risk Accounts,0.061589101483669924,Low,1923.3716331013247,Standard Quarterly Business Review
12383,184,5,1850.56,1,1824.837578548039,Belgium,1,Dormant,0.9010817156581961,High,1923.3716331013247,Assign Dedicated CSM & Offer 20% Discount
12384,28,2,585.27,0,565.6736597107728,Switzerland,3,At-Risk Accounts,0.06537706834596715,Low,520.137767158612,Standard Quarterly Business Review
12386,337,2,401.9,1,499.3535777288891,Australia,1,Dormant,0.8491433946512005,High,319.082202106619,Assign Dedicated CSM & Offer 20% Discount
12388,15,6,2780.66,0,2757.419576901742,Australia,3,At-Risk Accounts,0.04642940552709622,Low,2790.921079761678,Standard Quarterly Business Review
12390,79,1,549.84,0,575.54529276309,Belgium,3,At-Risk Accounts,0.05674247975320234,Low,520.137767158612,Standard Quarterly Business Review
12391,21,1,460.89,0,433.9981659770131,Cyprus,3,At-Risk Accounts,0.06571647141905348,Low,383.62163004584346,Standard Quarterly Business Review
12393,71,4,1582.6,0,1888.6507080064955,Australia,3,At-Risk Accounts,0.057395267438747295,Low,1777.6939822582458,Standard Quarterly Business Review
12394,63,2,1272.48,0,1270.856415345478,Belgium,3,At-Risk Accounts,0.06600664108275367,Low,1237.2198541881478,Standard Quarterly Business Review
12395,18,12,3018.63,0,3190.1048567150474,Belgium,3,At-Risk Accounts,0.04030067733073542,Low,3155.903907813113,Standard Quarterly Business Review
12397,35,2,2409.9,0,2233.202722063389,Belgium,3,At-Risk Accounts,0.06827399326852884,Low,2488.3172559596896,Standard Quarterly Business Review
12398,45,1,1635.66,0,2116.265644404446,Switzerland,3,At-Risk Accounts,0.06972744255137633,Low,1831.3010377803287,Standard Quarterly Business Review
12399,118,4,1108.65,0,1048.5033765875428,Belgium,3,At-Risk Accounts,0.05804484831726838,Low,1120.9682958147991,Standard Quarterly Business Review
12401,302,1,84.3,1,99.926797677669,Belgium,1,Dormant,0.9578801354078417,High,307.9895288485309,Assign Dedicated CSM & Offer 20% Discount
12402,322,1,225.6,1,228.70150936024243,Belgium,1,Dormant,0.909414684581603,High,307.9895288485309,Assign Dedicated CSM & Offer 20% Discount
12403,49,1,427.7,0,386.2595920772433,Denmark,3,At-Risk Accounts,0.059395700220651965,Low,323.306216656799,Standard Quarterly Business Review
12405,148,1,1710.39,0,2052.227488348929,Finland,1,Dormant,0.07255855476050783,Low,1839.5388384032588,Automated Win-back Email Sequence
12406,21,2,3415.3,0,3301.9236332854457,Denmark,3,At-Risk Accounts,0.06456845134517906,Low,3518.1323457387143,Standard Quarterly Business Review
12407,49,5,1708.12,0,2105.4230302785745,Belgium,3,At-Risk Accounts,0.05739081966452768,Low,1831.3010377803287,Standard Quarterly Business Review
12408,32,5,2888.55,0,3632.7230707471895,Belgium,3,At-Risk Accounts,0.05316877371742403,Low,2929.3745903734084,Standard Quarterly Business Review
12409,78,3,11072.67,0,13618.408793710962,Switzerland,3,At-Risk Accounts,0.06722365281481787,Low,11710.754667787325,Standard Quarterly Business Review
12410,308,2,693.3299999999999,0,566.8000187865013,Switzerland,1,Dormant,0.8257247812236637,High,766.0147160531941,Assign Dedicated CSM & Offer 20% Discount
12412,74,3,1226.88,0,1464.510304759932,Denmark,3,At-Risk Accounts,0.058701633291174435,Low,1212.3951305208845,Standard Quarterly Business Review
12413,66,3,758.1,0,762.3982247765005,France,3,At-Risk Accounts,0.053203657183943535,Low,804.9075936002139,Standard Quarterly Business Review
12414,216,3,562.41,1,695.6232537698426,Austria,1,Dormant,0.8900420218420807,High,520.137767158612,Assign Dedicated CSM & Offer 20% Discount
12415,23,21,124914.53,0,139776.50244238036,Australia,2,Enterprise Champions,0.045443175848001074,Low,134624.3399129076,Cross-sell new modules (Enterprise Plan)
12417,2,9,3649.1,0,4440.303580402359,Belgium,3,At-Risk Accounts,0.047921458163711,Low,3932.4274850847014,Standard Quarterly Business Review
12418,112,1,668.58,0,701.8190463487844,Switzerland,3,At-Risk Accounts,0.04539950062252816,Low,691.3406154935286,Standard Quarterly Business Review
12420,63,1,600.39,0,640.9239813530767,Cyprus,3,At-Risk Accounts,0.04864759610014388,Low,582.4567920800496,Standard Quarterly Business Review
12421,15,4,807.04,0,703.8952973185774,Spain,3,At-Risk Accounts,0.04768780515981037,Low,862.4825717529832,Standard Quarterly Business Review
12422,95,3,803.5600000000001,0,957.8384409742092,Australia,3,At-Risk Accounts,0.05302436242668836,Low,862.4825717529832,Standard Quarterly Business Review
12423,0,8,1859.31,0,1877.3356494342584,Belgium,3,At-Risk Accounts,0.06821549138495836,Low,1929.0208254807126,Standard Quarterly Business Review
12424,162,2,1760.96,0,1849.0785425357635,Australia,1,Dormant,0.0619299763550471,Low,1890.172542406539,Automated Win-back Email Sequence
12425,77,1,777.2,0,926.848971697592,Portugal,3,At-Risk Accounts,0.06031838987807027,Low,843.8717397596724,Standard Quarterly Business Review
12426,194,1,582.73,1,640.6665899941459,Germany,1,Dormant,0.9087210069085032,High,520.137767158612,Assign Dedicated CSM & Offer 20% Discount
12427,21,3,825.8,0,743.6736645610774,Germany,3,At-Risk Accounts,0.048861760513259495,Low,862.4825717529832,Standard Quarterly Business Review
12428,25,9,7956.46,0,8713.249271613857,Finland,3,At-Risk Accounts,0.04550017890252891,Low,7654.345288340343,Standard Quarterly Business Review
12429,8,4,3750.4,0,3764.713135283451,Denmark,3,At-Risk Accounts,0.04622143339171976,Low,4120.179101478349,Standard Quarterly Business Review
12430,42,1,256.4,0,265.3131744900232,Norway,3,At-Risk Accounts,0.06440466389572257,Low,307.9895288485309,Standard Quarterly Business Review
12431,35,15,6487.45,0,5281.793988561793,Australia,0,Core Accounts,0.04719029151422001,Low,6790.504605174188,Standard Quarterly Business Review
12432,42,5,5059.32,1,4578.758844297357,Norway,3,At-Risk Accounts,0.0635339685011002,Low,5172.467604560128,Standard Quarterly Business Review
12433,0,7,13375.87,0,12580.260420801029,Norway,3,At-Risk Accounts,0.058617133073999156,Low,12781.751252695474,Standard Quarterly Business Review
12434,84,2,806.14,0,932.284790367649,Australia,3,At-Risk Accounts,0.06900285308623799,Low,862.4825717529832,Standard Quarterly Business Review
12435,79,2,7829.89,0,6308.904400876091,Denmark,3,At-Risk Accounts,0.08641555126705512,Low,7576.891160283927,Standard Quarterly Business Review
12436,99,1,509.01,0,511.2438568691202,Norway,3,At-Risk Accounts,0.04246286180929646,Low,438.2977049915943,Standard Quarterly Business Review
12437,1,18,4951.41,0,6248.745943247339,France,0,Core Accounts,0.04226302000226776,Low,5172.467604560128,Standard Quarterly Business Review
12438,13,2,2906.85,0,2488.0900851079105,Norway,3,At-Risk Accounts,0.060351882955729394,Low,2960.7832711952865,Standard Quarterly Business Review
12441,366,1,173.55,1,183.65272628767,France,1,Dormant,0.9341700640949838,High,307.9895288485309,Assign Dedicated CSM & Offer 20% Discount
12442,2,1,172.06,0,205.31252055708455,Spain,3,At-Risk Accounts,0.05900211761348435,Low,307.9895288485309,Standard Quarterly Business Review
12444,20,5,5005.46,0,6363.269379269822,Norway,3,At-Risk Accounts,0.04642274233772982,Low,5172.467604560128,Standard Quarterly Business Review
12445,21,1,133.4,0,156.53000185689902,Spain,3,At-Risk Accounts,0.06981500516080336,Low,307.9895288485309,Standard Quarterly Business Review
12446,57,1,1002.31,0,1162.9630275308875,RSA,3,At-Risk Accounts,0.05679242726955156,Low,1107.9172678240095,Standard Quarterly Business Review
12447,242,1,476.49,1,578.0986550486895,Belgium,1,Dormant,0.9148940008627687,High,397.0000259473881,Assign Dedicated CSM & Offer 20% Discount
12448,43,1,449.45,0,459.8325693841785,Spain,3,At-Risk Accounts,0.059895303953397275,Low,340.2906196571138,Standard Quarterly Business Review
12449,21,4,4067.29,0,4892.633704535593,Belgium,3,At-Risk Accounts,0.045880811480090926,Low,4414.652836579227,Standard Quarterly Business Review
12450,155,2,197.88,0,159.09199820551495,Spain,1,Dormant,0.09172806553245687,Low,307.9895288485309,Automated Win-back Email Sequence
12451,10,5,9035.52,0,11405.360953539112,Switzerland,3,At-Risk Accounts,0.046451608040674365,Low,10523.935806109535,Standard Quarterly Business Review
12452,16,2,430.57,0,439.8932419014051,Switzerland,3,At-Risk Accounts,0.06596133745862565,Low,323.306216656799,Standard Quarterly Business Review
12453,133,1,707.09,0,761.3167985189958,Austria,3,At-Risk Accounts,0.05053067247229375,Low,766.0147160531941,Standard Quarterly Business Review
12454,55,1,3528.34,0,3272.3276170681684,Spain,3,At-Risk Accounts,0.06370106455211785,Low,3620.3798477382916,Standard Quarterly Business Review
12455,72,6,2466.86,0,2889.347805150361,Cyprus,3,At-Risk Accounts,0.054691629144731566,Low,2633.9762101678775,Standard Quarterly Business Review
12456,43,3,3181.04,0,2666.722782915013,Switzerland,3,At-Risk Accounts,0.06097283665335284,Low,3187.7196520792872,Standard Quarterly Business Review
12457,65,7,2363.23,0,2921.703553826379,Switzerland,3,At-Risk Accounts,0.04885157966097124,Low,2437.2240074715937,Standard Quarterly Business Review
12458,70,2,947.4,0,1150.1989419003046,Switzerland,3,At-Risk Accounts,0.06839758505107199,Low,1038.5775982532696,Standard Quarterly Business Review
12461,93,2,826.88,0,750.8318944602363,Switzerland,3,At-Risk Accounts,0.07709361971902248,Low,862.4825717529832,Standard Quarterly Business Review
12462,18,2,1189.59,0,1433.0541054780824,Spain,3,At-Risk Accounts,0.06455122038970869,Low,1195.9241862229178,Standard Quarterly Business Review
12463,52,4,1344.78,1,1604.5630761332095,Belgium,3,At-Risk Accounts,0.056939042714778676,Low,1329.4004338455825,Standard Quarterly Business Review
12464,9,8,1212.05,0,1352.779063653837,Belgium,3,At-Risk Accounts,0.04788169432751475,Low,1204.1279393486957,Standard Quarterly Business Review
12465,16,2,742.1899999999999,0,732.3634700465894,Belgium,3,At-Risk Accounts,0.0553879791043136,Low,804.9075936002139,Standard Quarterly Business Review
12468,187,2,729.5400000000001,1,682.66660056292,Germany,1,Dormant,0.8664612311024187,High,804.9075936002139,Assign Dedicated CSM & Offer 20% Discount
12471,1,30,19824.05,0,18156.684741537792,Germany,0,Core Accounts,0.06314536452713687,Low,20486.116192785572,Standard Quarterly Business Review
12472,31,7,6572.11,0,6304.6545751341655,Germany,3,At-Risk Accounts,0.0471702190908711,Low,6832.136744210725,Standard Quarterly Business Review
12473,28,5,3938.55,0,4930.195053690596,Germany,3,At-Risk Accounts,0.051676448734690475,Low,4302.350373646702,Standard Quarterly Business Review
12474,16,18,7375.79,0,6186.963029565147,Germany,0,Core Accounts,0.03906912721083209,Low,7441.092314384846,Standard Quarterly Business Review
12475,53,1,723.38,0,878.4984519079327,Germany,3,At-Risk Accounts,0.04925742787567101,Low,804.9075936002139,Standard Quarterly Business Review
12476,15,11,6816.42,0,6642.226642658294,Germany,3,At-Risk Accounts,0.04528541695944202,Low,7087.299324759054,Standard Quarterly Business Review
12477,22,6,13219.74,0,14023.496199713596,Germany,3,At-Risk Accounts,0.04738801294959922,Low,12714.18452004087,Standard Quarterly Business Review
12478,3,1,680.99,0,815.3103858291428,Greece,3,At-Risk Accounts,0.04562540067959504,Low,743.0681798583639,Standard Quarterly Business Review
12479,10,1,527.2,0,654.8816577952554,Germany,3,At-Risk Accounts,0.051232173652410735,Low,459.07608208085907,Standard Quarterly Business Review
12480,27,4,3281.63,1,3191.026525776501,Germany,3,At-Risk Accounts,0.05168733072418987,Low,3311.740702429499,Standard Quarterly Business Review
12481,22,10,5596.32,0,5769.367955564763,Germany,3,At-Risk Accounts,0.043575057458453206,Low,5480.158989758101,Standard Quarterly Business Review
12483,16,8,2484.98,0,2503.0160653742164,Sweden,3,At-Risk Accounts,0.04511605441642074,Low,2654.772513615046,Standard Quarterly Business Review
12484,32,6,4541.72,0,3663.467241942691,Spain,3,At-Risk Accounts,0.051902588497734964,Low,4456.477434434201,Standard Quarterly Business Review
12488,9,3,1298.66,0,1231.0925960225916,France,3,At-Risk Accounts,0.054052187143714,Low,1237.2198541881478,Standard Quarterly Business Review
12489,335,1,334.93,1,344.84212502702354,France,1,Dormant,0.9183246808649883,High,307.9895288485309,Assign Dedicated CSM & Offer 20% Discount
12490,4,10,5417.93,0,5447.982198180802,France,3,At-Risk Accounts,0.05054120040363967,Low,5256.862514402858,Standard Quarterly Business Review
12491,38,1,460.4,0,534.5081081741095,France,3,At-Risk Accounts,0.06486637585270348,Low,383.62163004584346,Standard Quarterly Business Review
12492,62,2,263.21000000000004,0,261.21008004438335,Germany,3,At-Risk Accounts,0.08350174869641679,Low,307.9895288485309,Standard Quarterly Business Review
12493,165,2,433.74,0,453.1230704882692,France,1,Dormant,0.08195064296514659,Low,323.306216656799,Automated Win-back Email Sequence
12494,15,7,1246.1,0,1264.547633328069,France,3,At-Risk Accounts,0.04821622096126796,Low,1221.31190813618,Standard Quarterly Business Review
12497,81,1,1043.1,1,1220.753567955859,Germany,3,At-Risk Accounts,0.10946662859667251,Low,1107.9172678240095,Standard Quarterly Business Review
12498,20,3,403.7000000000001,0,497.1509787355185,Germany,3,At-Risk Accounts,0.05232724215090145,Low,319.082202106619,Standard Quarterly Business Review
12500,22,11,4257.82,0,4538.599979189888,Germany,3,At-Risk Accounts,0.04066334242812171,Low,4429.466111524303,Standard Quarterly Business Review
12501,336,1,2169.39,1,2591.805153882553,Germany,1,Dormant,0.9115723502110147,High,2238.131518028246,Assign Dedicated CSM & Offer 20% Discount
12502,95,5,3723.87,0,3531.6935107866307,Spain,3,At-Risk Accounts,0.0499420971215567,Low,4120.179101478349,Standard Quarterly Business Review
12504,17,2,482.05,0,516.1236102881556,Germany,3,At-Risk Accounts,0.05776072687619587,Low,414.95439609442553,Standard Quarterly Business Review
12506,232,1,73.5,1,71.4872007973715,France,1,Dormant,0.9516513161344983,High,307.9895288485309,Assign Dedicated CSM & Offer 20% Discount
12507,133,3,1304.81,0,1314.07475484769,Spain,3,At-Risk Accounts,0.0557500658791069,Low,1237.2198541881478,Standard Quarterly Business Review
12508,25,2,398.27,0,464.4652349694707,France,3,At-Risk Accounts,0.07041477765439984,Low,319.082202106619,Standard Quarterly Business Review
12509,283,1,176.5,1,219.00671406586196,France,1,Dormant,0.9144608492240109,High,307.9895288485309,Assign Dedicated CSM & Offer 20% Discount
12510,142,2,982.57,0,845.7448632105528,Spain,3,At-Risk Accounts,0.06671308338632978,Low,1107.9172678240095,Standard Quarterly Business Review
12512,65,2,138.03,0,154.22362828647658,Israel,3,At-Risk Accounts,0.07694071628720082,Low,307.9895288485309,Standard Quarterly Business Review
12513,112,1,612.29,0,668.052415970905,France,3,At-Risk Accounts,0.050242756183269115,Low,588.8481695710574,Standard Quarterly Business Review
12514,266,1,1017.68,1,874.3983085342812,Italy,1,Dormant,0.9179083427601334,High,1107.9172678240095,Assign Dedicated CSM & Offer 20% Discount
12515,352,1,383.7,0,347.61192729493496,Italy,1,Dormant,0.8773657154948924,High,307.9895288485309,Assign Dedicated CSM & Offer 20% Discount
12516,77,2,1312.06,0,1253.6749666194803,Germany,3,At-Risk Accounts,0.06580568381556705,Low,1262.5896957372568,Standard Quarterly Business Review
12517,27,5,2502.84,0,2211.172880642438,Germany,3,At-Risk Accounts,0.05308231692672333,Low,2654.772513615046,Standard Quarterly Business Review
12518,0,5,2056.89,0,1896.174367654747,Germany,3,At-Risk Accounts,0.06817754266777178,Low,2186.589653512766,Standard Quarterly Business Review
12519,63,1,340.84,0,318.2765281420122,Germany,3,At-Risk Accounts,0.0679093372288663,Low,307.9895288485309,Standard Quarterly Business Review
12520,78,5,2634.26,0,2549.534075710737,Germany,3,At-Risk Accounts,0.05370581585206398,Low,2754.543016468873,Standard Quarterly Business Review
12521,142,1,599.68,0,704.4412333678994,Germany,3,At-Risk Accounts,0.0471710483826973,Low,582.4567920800496,Standard Quarterly Business Review
12522,38,2,192.72,0,209.28545996304388,Germany,3,At-Risk Accounts,0.08318793777924186,Low,307.9895288485309,Standard Quarterly Business Review
12523,18,11,1789.77,0,2314.39335302923,France,3,At-Risk Accounts,0.051444218547276904,Low,1923.3716331013247,Standard Quarterly Business Review
12524,8,8,4485.72,0,4518.770396872263,Germany,3,At-Risk Accounts,0.043192949790681896,Low,4456.477434434201,Standard Quarterly Business Review
12526,0,3,1316.66,1,1549.619994059063,Germany,3,At-Risk Accounts,0.09488128374212629,Low,1268.4537973049034,Standard Quarterly Business Review
12527,81,3,348.71000000000004,0,430.9128766091056,Germany,3,At-Risk Accounts,0.06884071282305496,Low,307.9895288485309,Standard Quarterly Business Review
12528,8,6,1933.48,0,2203.1796683595967,Germany,3,At-Risk Accounts,0.05213793648828027,Low,1975.7820411574116,Standard Quarterly Business Review
12530,59,4,1662.28,0,1672.1412603505978,Germany,3,At-Risk Accounts,0.05694470922503119,Low,1831.3010377803287,Standard Quarterly Business Review
12531,14,1,125.22,0,147.3585598309916,Germany,3,At-Risk Accounts,0.05980410961529394,Low,307.9895288485309,Standard Quarterly Business Review
12532,29,1,349.83000000000004,1,315.48843740350924,France,3,At-Risk Accounts,0.09132769349648173,Low,307.9895288485309,Standard Quarterly Business Review
12534,130,1,1089.18,0,1049.7256336354485,Germany,3,At-Risk Accounts,0.07086238531995505,Low,1114.5498450564974,Standard Quarterly Business Review
12535,91,2,716.35,1,768.8889912451879,France,3,At-Risk Accounts,0.07157658265081318,Low,804.9075936002139,Standard Quarterly Business Review
12536,42,3,12601.830000000002,0,13707.0696394921,France,3,At-Risk Accounts,0.06923788635186608,Low,12457.533188821457,Standard Quarterly Business Review
12538,28,1,363.95,0,295.18919499913176,Spain,3,At-Risk Accounts,0.07577035161968705,Low,307.9895288485309,Standard Quarterly Business Review
12539,21,4,5568.35,0,7086.043296479762,Spain,3,At-Risk Accounts,0.04776303467272893,Low,5458.497510944826,Standard Quarterly Business Review
12540,19,17,13400.24,0,15387.678312429058,Spain,0,Core Accounts,0.04161057642692656,Low,12971.462391230867,Standard Quarterly Business Review
12541,29,3,981.18,0,1028.1313028262634,Spain,3,At-Risk Accounts,0.05597982008766318,Low,1107.9172678240095,Standard Quarterly Business Review
12544,35,1,372.7,1,472.0482601319882,Spain,3,At-Risk Accounts,0.0767595358211684,Low,307.9895288485309,Standard Quarterly Business Review
12545,74,2,1000.39,0,1019.9454062606382,Spain,3,At-Risk Accounts,0.0684570874508402,Low,1107.9172678240095,Standard Quarterly Business Review
12546,46,2,1161.5,0,1498.5879574345186,Spain,3,At-Risk Accounts,0.07644026379215092,Low,1188.1864357413322,Standard Quarterly Business Review
12547,197,2,207.8,1,219.46638627759808,Spain,1,Dormant,0.8640888312853474,High,307.9895288485309,Assign Dedicated CSM & Offer 20% Discount
12548,165,1,95.2,0,81.60000265190381,Spain,1,Dormant,0.05981649368799736,Low,307.9895288485309,Automated Win-back Email Sequence
12550,78,1,964.83,0,1140.8154611289424,Spain,3,At-Risk Accounts,0.06211527088100999,Low,1078.890655187204,Standard Quarterly Business Review
12551,357,1,168.0,1,191.4274089065386,Spain,1,Dormant,0.9335128020120277,High,307.9895288485309,Assign Dedicated CSM & Offer 20% Discount
12552,38,2,437.82,0,519.470523161006,Italy,3,At-Risk Accounts,0.06623436772599553,Low,336.09575370997163,Standard Quarterly Business Review
12553,7,10,3692.28,0,4710.319186911629,France,3,At-Risk Accounts,0.05064175101933614,Low,4014.2252818432903,Standard Quarterly Business Review
12556,49,2,603.71,0,717.3551784517232,Spain,3,At-Risk Accounts,0.0620746881883102,Low,582.4567920800496,Standard Quarterly Business Review
12557,15,5,11990.96,0,13258.024371857864,Spain,3,At-Risk Accounts,0.04821550547709939,Low,12236.52950951485,Standard Quarterly Business Review
12558,7,1,269.96,0,331.6875556406663,USA,3,At-Risk Accounts,0.07306928434822335,Low,307.9895288485309,Standard Quarterly Business Review
12559,310,2,561.71,1,638.4526287249171,Germany,1,Dormant,0.8232932354184943,High,520.137767158612,Assign Dedicated CSM & Offer 20% Discount
12560,4,3,2134.01,0,2142.6730742285445,Germany,3,At-Risk Accounts,0.07061128955362295,Low,2228.1492089833205,Standard Quarterly Business Review
12561,302,1,238.85,1,296.84514034457374,Germany,1,Dormant,0.9133523872802404,High,307.9895288485309,Assign Dedicated CSM & Offer 20% Discount
12562,7,7,3781.74,0,3444.976924283348,France,3,At-Risk Accounts,0.049284274787222734,Low,4136.041076140274,Standard Quarterly Business Review
12564,260,1,456.9,1,528.779799252898,France,1,Dormant,0.9170399286764142,High,383.62163004584346,Assign Dedicated CSM & Offer 20% Discount
12565,288,1,145.92,1,181.0548696724776,Saudi Arabia,1,Dormant,0.9260623052822956,High,307.9895288485309,Assign Dedicated CSM & Offer 20% Discount
12566,85,1,351.65,1,409.90372707683207,Germany,3,At-Risk Accounts,0.0917250971030006,Low,307.9895288485309,Standard Quarterly Business Review
12567,22,10,9401.28,0,10798.664725821323,France,3,At-Risk Accounts,0.044674240197561825,Low,11123.97738024672,Standard Quarterly Business Review
12569,1,32,4124.69,0,4851.95182258758,Germany,0,Core Accounts,0.04249697608170421,Low,4429.466111524303,Standard Quarterly Business Review
12571,39,2,519.61,0,536.5116787847489,France,3,At-Risk Accounts,0.06476987792192597,Low,448.3875062868811,Standard Quarterly Business Review
12572,8,2,1020.42,0,1262.346623743336,Germany,3,At-Risk Accounts,0.07756427517749066,Low,1107.9172678240095,Standard Quarterly Business Review
12573,226,1,160.54000000000002,1,144.7618458591741,France,1,Dormant,0.9148877537188678,High,307.9895288485309,Assign Dedicated CSM & Offer 20% Discount
12574,315,1,218.45,1,188.67378128763707,France,1,Dormant,0.9095380388599125,High,307.9895288485309,Assign Dedicated CSM & Offer 20% Discount
12576,35,5,1315.83,0,1240.5045090716706,Poland,3,At-Risk Accounts,0.05746325102675146,Low,1268.4537973049034,Standard Quarterly Business Review
12577,34,3,657.8,0,701.0758057992953,France,3,At-Risk Accounts,0.05452875127867182,Low,684.5514586165943,Standard Quarterly Business Review
12578,20,2,2794.51,0,2948.993021444675,Italy,3,At-Risk Accounts,0.06415971831073147,Low,2820.2310183220475,Standard Quarterly Business Review
12579,77,1,440.42,0,533.0400524279612,France,3,At-Risk Accounts,0.07056538936024928,Low,336.09575370997163,Standard Quarterly Business Review
12580,246,1,415.7,1,416.649595233575,Germany,1,Dormant,0.9134950343896285,High,319.082202106619,Assign Dedicated CSM & Offer 20% Discount
12581,39,1,197.71,0,206.04786826104709,Germany,3,At-Risk Accounts,0.06265717574765511,Low,307.9895288485309,Standard Quarterly Business Review
12582,238,2,511.36,1,412.5058492557623,Finland,1,Dormant,0.8598390570004837,High,438.2977049915943,Assign Dedicated CSM & Offer 20% Discount
12583,2,15,7281.38,0,7316.837540725444,France,0,Core Accounts,0.047964546726110585,Low,7411.7639774980025,Standard Quarterly Business Review
12584,3,9,2338.15,0,2627.8166613864214,Italy,3,At-Risk Accounts,0.05498815718498095,Low,2426.8320137073197,Standard Quarterly Business Review
12585,233,2,2040.1,1,1647.8992726556553,Germany,1,Dormant,0.8632923152591705,High,2129.721192633671,Assign Dedicated CSM & Offer 20% Discount
12586,16,1,196.94000000000003,0,185.2104471118895,Italy,3,At-Risk Accounts,0.05847343287288362,Low,307.9895288485309,Standard Quarterly Business Review
